,,,
2036.70498,0.998439,2036.71497,0.99831
2037.0030,1.0000,2037.01720,0.99930
2037.44290,0.99972,2037.45116,0.99918
2037.67214,0.99933,2037.7521,0.99960
2039.1808,0.99870,2039.19830,0.99936
2039.2647,0.99963,2039.2750,1.00045
2039.34872,0.99858,2039.37028,0.99912
2039.4388,0.99936,2039.4458,0.99898
2039.5970,1.00085,2039.6020,1.00003
2040.78936,0.99890,2040.7973,0.99892
2039.8203,0.99842,2039.8393,0.99890
2042.48388,0.99852,2042.5353 ,0.99887
2042.6990,1.00031,2042.7050,0.99925
2044.09000,0.99955,2044.0970,0.99995
2044.3480,0.99857,2044.3520,0.99882
2046.86600,0.99740,2046.87532,0.99922
2047.2130,0.99925,2047.24723,1.00070
2047.34522,0.99902,2047.36397,1.00048
2047.5036,0.99957,2047.51079,0.99918
2047.6280,0.99910,2047.64545,0.99968
2047.8316,0.99952,2047.8418,0.99917
2049.73685 ,0.99988,2049.7582,1.00008
2050.7810,0.99820,2050.7868,0.99885
2050.8560,0.99950,2050.8795,0.99930
2051.1619,0.99882,2051.20440,0.99998
2051.4404,1.00058,2051.56366,0.99988
2051.83680,0.99925,2051.8522,0.99975
2053.4277,0.99926,2053.5985,0.99976
2054.2757,0.99927,2054.3550,0.99977
2055.90079,0.99928,2055.94476,0.99978
2056.26941,0.99929,2056.2798,0.99979
2056.6870,0.99930,2056.69330,0.99980
2056.8265,0.99931,2056.8572,0.99981
2056.90861,0.99932, 2057.09057,0.99982
2057.13000,0.99933,2057.14480,0.99983
2057.79549,0.99934,2057.8743,0.99984
2058.23775,0.99935,2058.24935,0.99985
2058.70870,0.99936,2058.71490,0.99986
2058.8347,0.99937,2058.8566,0.99987
2059.5470,0.99938, 2059.5685,0.99988
2059.67690,0.99939,2059.67978,0.99989
2060.40760,0.99940, 2060.4125,0.99990
2060.5000,0.99941,2060.52121,0.99991
