2036.709975	2.07641e+32
2037.0101	1.78722e+32
2037.44703	3.08457e+32
2037.71212	5.29480e+33
2039.18955	6.81894e+32
2039.26985	1.11762e+32
2039.3595	7.00743e+32
2039.4423	6.36270e+31
2039.5995	3.95769e+31
2040.79333	7.37529e+31
2039.8298	3.73441e+32
2042.50959	2.54202e+33
2042.702	3.37899e+31
2044.0935	6.05675e+31
2044.35		3.27755e+31
2046.87066	8.64131e+31
2047.230115	1.03819e+33
2047.354595	7.36138e+32
2047.507195	1.35323e+32
2047.636725	3.72895e+32
2047.8367	1.34477e+32
2049.747525	5.06277e+32
2050.7839	5.67448e+31
2050.86775	3.86842e+32
2051.18315	9.02017e+32
2051.50203	3.58615e+33
2051.8445	1.80006e+32
2053.5131	9.31949e+33
2054.31535	2.87002e+33
2055.922775	1.02602e+33
2056.274605	2.28538e+32
2056.69015	8.02227e+31
2056.84185	1.71473e+33
2056.99959	1.31927e+34
2057.1374	1.15888e+32
2057.834895	2.89084e+33
2058.24355	2.32215e+32
2058.7118	8.96980e+31
2058.84565	1.02399e+33
2059.55775	1.06219e+33
2059.67834	3.48940e+31
2060.41005	6.25029e+31
2060.510605	2.90378e+32
