banda,bjd_tdb,fluxo,erro,base,n_fits
g,2461241.541773113,1.006711554393906,0.001298400889569242,1.008109803964595,95
g,2461241.545260225,1.006845169985933,0.001298400889569242,1.0074775460350311,93
g,2461241.54870779,1.0072081917396303,0.001298400889569242,1.0068821420748555,95
g,2461241.5521746064,1.0064919013225475,0.001298400889569242,1.006311549802262,95
g,2461241.5556425983,1.0034934685282322,0.001298400889569242,1.0057674957360514,95
g,2461241.559145482,1.00396690620695,0.001298400889569242,1.0052437029242938,94
g,2461241.562608825,1.0042443512911654,0.001298400889569242,1.0047499719612691,95
g,2461241.565089747,1.003058865296654,0.001298400889569242,1.0044103991006115,41
g,2461241.5730997277,1.0035372450707043,0.001298400889569242,1.003389422823886,91
g,2461241.576248502,1.0021283285134883,0.001298400889569242,1.0030177385306085,82
g,2461241.5799868223,1.0028789688520445,0.001298400889569242,1.0025968620825996,102
g,2461241.5834289277,1.004266083026905,0.001298400889569242,1.0022281105994655,112
g,2461241.586905213,1.0032557047743784,0.001298400889569242,1.0018732229478586,111
g,2461241.5903761256,1.0017834612925385,0.001298400889569242,1.0015357802441807,111
g,2461241.593843955,1.0024189250626632,0.001298400889569242,1.0012148746907328,111
g,2461241.5973235397,1.0010927563677745,0.001298400889569242,1.0009086154393618,112
g,2461241.600787775,1.0012148433552346,0.001298400889569242,1.0006188317516445,110
g,2461241.6042704545,1.0005459801222465,0.001298400889569242,1.0003422230478436,111
g,2461241.607735936,1.0014780305548459,0.001298400889569242,1.0000811751034138,111
g,2461241.611215357,1.0014614374580388,0.001298400889569242,0.9998329039203655,112
g,2461241.614690149,1.0012591195693656,0.001298400889569242,0.99959840526996,111
g,2461241.618153254,0.9996863069171089,0.001298400889569242,0.9993777107058784,111
g,2461241.621627269,0.9997474060058056,0.001298400889569242,0.9991690547223896,112
g,2461241.6251064315,1.0001837092855819,0.001298400889569242,0.9989725781963033,111
g,2461241.6285676477,0.9993191655584626,0.001298400889569242,0.9987892521992766,111
g,2461241.6320443866,0.9976212948478805,0.001298400889569242,0.9986170514939394,112
g,2461241.6355245486,0.997144466679635,0.001298400889569242,0.9984564574905664,111
g,2461241.63898716,0.9951581330330009,0.001298400889569242,0.9983081762890383,111
g,2461241.6424504095,0.9956327684460675,0.001298400889569242,0.9981711777743072,111
g,2461241.6459219726,0.9980336950752977,0.001298400889569242,0.9980450568962116,112
g,2461241.6494126236,1.0031891340914714,0.001298400889569242,0.9979294300193822,112
g,2461241.65289204,0.9990795835373596,0.001298400889569242,0.9978252352595134,111
g,2461241.656358817,0.9996459431479803,0.001298400889569242,0.9977323182395094,111
g,2461241.6598239853,0.9996260961304615,0.001298400889569242,0.9976502539482173,111
g,2461241.6632907568,1.0017982208392067,0.001298400889569242,0.997578924129779,111
g,2461241.6667700103,1.0005984475570517,0.001298400889569242,0.9975181477041999,112
g,2461241.6702527944,0.9995408317699706,0.001298400889569242,0.9974681523251989,111
g,2461241.6737158336,0.9998855300636802,0.001298400889569242,0.997429212687809,111
g,2461241.6771925637,0.9992384974116291,0.001298400889569242,0.9974009608303379,112
g,2461241.6806660667,0.997765320621981,0.001298400889569242,0.9973836389197855,111
g,2461241.6841309974,0.9984106916414204,0.001298400889569242,0.9973772937126069,111
g,2461241.6875962024,0.998263174403237,0.001298400889569242,0.9973819654180147,111
g,2461241.6910760454,1.000090013273094,0.001298400889569242,0.997397862051941,112
g,2461241.694553558,0.999469684631138,0.001298400889569242,0.9974251043561485,111
g,2461241.6980211656,0.9980065280969216,0.001298400889569242,0.9974637334079486,111
g,2461241.7014880176,1.0005602432418443,0.001298400889569242,0.9975139806017995,111
g,2461241.7049621814,0.9977952088429185,0.001298400889569242,0.9975762025506386,112
g,2461241.7084370945,0.9983090349028914,0.001298400889569242,0.9976505541429709,111
g,2461241.711892958,0.9979694150310833,0.001298400889569242,0.9977367708136018,111
g,2461241.7153718336,0.9992313251181957,0.001298400889569242,0.9978362063487691,112
g,2461241.7188574118,0.9989010636651865,0.001298400889569242,0.9979488704618475,112
g,2461241.7223377884,1.0005286185378333,0.001298400889569242,0.9980747308070365,109
g,2461241.7257912676,0.9999099867269059,0.001298400889569242,0.998213188319785,108
g,2461241.729270198,0.9995576100555911,0.001298400889569242,0.9983667390236457,111
