banda,bjd_tdb,fluxo,erro,base,n_fits
g,2461241.7032356025,0.9990894205596559,0.0013273783108429034,0.9961170257150803,45
g,2461241.704618863,0.9971775110142618,0.0013401839589865048,0.996131429003286,44
g,2461241.7060071365,0.995319196769774,0.001311576501637512,0.9961479291234057,45
g,2461241.7073948504,0.9977867396788712,0.0013545514918280412,0.9961663977663242,44
g,2461241.708778423,0.9974118414011018,0.00132253451566947,0.9961867924350974,45
g,2461241.7101612166,0.9979383749680892,0.0013431470413939402,0.9962091870532033,44
g,2461241.7115449836,0.9965216976115363,0.0013388240069772417,0.9962334703752814,45
g,2461241.712935846,0.9974732209149693,0.00135905155908156,0.9962600314945095,44
g,2461241.7143245186,0.9967666220995031,0.0013414317254605427,0.996288404958984,45
g,2461241.7157147042,0.9990733850369253,0.0013559432045691733,0.996318805518483,44
g,2461241.717100701,0.9968063352201961,0.0013514240760824781,0.9963511108658685,45
g,2461241.718495888,0.9976747324473889,0.0013391850936697262,0.9963853571346765,45
g,2461241.7198979403,0.9971980753804534,0.0013527219073939164,0.9964218604139645,45
g,2461241.7213143683,0.9983494247282967,0.0013799475826527885,0.9964610649763209,43
g,2461241.7226630906,1.0000392742707298,0.0013646939351909901,0.996499512836737,44
g,2461241.7240601406,0.9982967654889547,0.0013465053932025482,0.996541784695356,45
g,2461241.7254402223,0.9995112624796411,0.0014907908496866044,0.9965849910398714,40
g,2461241.7268580394,0.9984441261284882,0.001376674766358827,0.9966321678862552,44
g,2461241.7282253862,0.9999461902340647,0.0013594302394339577,0.9966783786401813,44
g,2461241.7295998903,0.9966056579838483,0.001370256725141234,0.996726594345733,45
g,2461241.73100446,1.0004061436377432,0.0014505363433734949,0.9967787134886468,43
g,2461241.7323815,0.9986097969468755,0.0013811411672309496,0.9968306125519603,45
g,2461241.7337863846,0.997641118144785,0.0013723220637328686,0.9968863203514551,44
g,2461241.7351738834,0.9983015795265853,0.0013433257098761353,0.9969424707091833,45
g,2461241.7365536224,0.9989635105139065,0.001369807601686847,0.9969999006986882,44
g,2461241.737959216,0.9974699483996524,0.0013456405098924622,0.9970610670474122,45
g,2461241.739372075,1.0005614000857184,0.001423074769963712,0.9971247139507298,44
g,2461241.740730864,0.9993724302646537,0.0013581696073171404,0.9971854379964435,45
g,2461241.742122588,0.9974849478705915,0.0013680676551933507,0.9972505945525288,44
g,2461241.7434951323,0.996134715044149,0.00136395978094832,0.9973163048402492,44
g,2461241.7448568367,0.998150274262894,0.0013653887137670773,0.9973825950934475,44
g,2461241.746283355,0.9957140635970323,0.0013581142689925404,0.9974545631572893,45
g,2461241.747667419,0.9987764726620427,0.0013933261890195997,0.9975255356425352,44
g,2461241.749062023,1.0009483020242296,0.0013878334004204644,0.9975990148266651,45
g,2461241.750455615,1.0006487438359144,0.0013797065862941108,0.9976735774165983,44
g,2461241.751825789,0.9990642760905367,0.0013935518299324264,0.9977484113988463,43
g,2461241.7531974935,1.0029544525793308,0.0014463173363862235,0.997823533257073,43
g,2461241.7546396567,1.0025793313305968,0.001449225929299362,0.9979075412216143,43
g,2461241.7560011037,1.000692017674747,0.0013780350024842787,0.9979853426463655,45
g,2461241.757391414,1.0015525952964075,0.0013825090187894228,0.9980672431386672,44
g,2461241.758777123,0.9985635499871143,0.0013770960860057066,0.9981499480735654,45
g,2461241.7601854377,1.0041853382171184,0.0014814132357302528,0.9982360916119013,42
g,2461241.7615484647,1.0052802322432504,0.0014730545529066286,0.9983208712145163,43
g,2461241.762953287,1.00357318019589,0.0014960269045113958,0.9984078309614922,42
g,2461241.7643529475,1.0031311015944282,0.0013944959103655754,0.9984975195056245,45
g,2461241.765700005,1.0056925375776076,0.001490892003483558,0.9985821896981367,43
g,2461241.7669917597,1.0090630943381271,0.0016532762935054118,0.9986658246787737,38
g,2461241.7685688306,1.0094783386386024,0.0016429892772207855,0.9987741305782721,41
g,2461241.76986474,1.007715953055202,0.001504359304101394,0.9988584231292451,43
g,2461241.7706477363,1.0049197082139072,0.004329135509506673,0.9989116742218992,5
r,2461241.540705543,1.0058796777077161,0.0014245557072431047,1.0056367100854595,76
r,2461241.54210053,1.0024722769133954,0.0014067894667390256,1.0056224950327972,77
r,2461241.5434973994,1.0052795089364583,0.0014286587864203633,1.0056024011732965,76
