banda,bjd_tdb,fluxo,erro,base,fluxo_corrigido
g,2461224.5802241317,1.0128624311649508,0.0016445460583708828,1.0152477408142142,0.9976505146937333
g,2461224.583116457,1.0130751582152766,0.0016445460583708828,1.0147085695369593,0.9983902655691298
g,2461224.5865893406,1.0132803884949249,0.0016445460583708828,1.0140839351067579,0.999207613310876
g,2461224.5900681242,1.0126954182393024,0.0016445460583708828,1.0134817621710714,0.9992241163471116
g,2461224.593547001,1.0125427105561746,0.0016445460583708828,1.0129017731211238,0.9996455109720631
g,2461224.597026474,1.0119252578735283,0.0016445460583708828,1.0123426577094246,0.9995876891754807
g,2461224.600490054,1.0101266117649443,0.0016445460583708828,1.011805804218481,0.998340400453787
g,2461224.6039511748,1.010624641827829,0.0016445460583708828,1.0112879460704696,0.9993440995265316
g,2461224.607430581,1.0101337934285384,0.0016445460583708828,1.010785154250974,0.9993555892469371
g,2461224.610910581,1.0100993854092715,0.0016445460583708828,1.0102992480696487,0.9998021747905296
g,2461224.614394277,1.009053777126939,0.0016445460583708828,1.009829009010411,0.9992323137119703
g,2461224.6178508834,1.009240956828422,0.0016445460583708828,1.0093776859290227,0.9998645411895798
g,2461224.6213086518,1.0084456516485927,0.0016445460583708828,1.0089407357826607,0.9995093030576429
g,2461224.6247800393,1.007319357071198,0.0016445460583708828,1.00851604336244,0.9988134186866753
g,2461224.628250815,1.0089793594150906,0.0016445460583708828,1.0081048399393602,1.0008674886193216
g,2461224.631732983,1.0079965765775003,0.0016445460583708828,1.0077052180913793,1.0002891306712423
g,2461224.635210078,1.007823388724541,0.0016445460583708828,1.0073185961553686,1.0005011250374003
g,2461224.638682316,1.006804359904801,0.0016445460583708828,1.006944429841476,0.999860896060871
g,2461224.642155929,1.0071886180239313,0.0016445460583708828,1.0065815985281972,1.000603050459716
g,2461224.6456283224,1.0075960255180665,0.0016445460583708828,1.0062299760971554,1.0013575916573363
g,2461224.6491020108,1.0092877103563755,0.0016445460583708828,1.0058889406323341,1.0033788717489078
g,2461224.652743734,1.0236355389213656,0.0016445460583708828,1.0055425489959773,1.0179932613925229
g,2461224.6560483235,1.014070314270255,0.0016445460583708828,1.0052377971853368,1.008786495205064
g,2461224.659520673,1.0096427837824742,0.0016445460583708828,1.0049271079431383,1.0046925551137613
g,2461224.6629956113,1.006643150127303,0.0016445460583708828,1.0046257084322974,1.0020081525667444
g,2461224.6664719232,1.0050268597625993,0.0016445460583708828,1.004333478780381,1.0006903891952903
g,2461224.6699355366,1.005528169674035,0.0016445460583708828,1.004051337407754,1.001470873262411
g,2461224.673396664,1.0036660547716125,0.0016445460583708828,1.0037781949519835,0.9998882819123438
g,2461224.676874249,1.002705630956419,0.0016445460583708828,1.0035124292775337,0.9991960255821689
g,2461224.680347985,1.0033113194724654,0.0016445460583708828,1.00325547662694,1.0000556616403564
g,2461224.6838066233,1.0020234900611644,0.0016445460583708828,1.0030079554143778,0.9990184869941469
g,2461224.687288438,1.000296514340341,0.0016445460583708828,1.0027670272147173,0.9975363042388437
g,2461224.690782755,1.0000335759971901,0.0016445460583708828,1.0025334438584905,0.9975064494091299
g,2461224.694243271,1.0007016578374037,0.0016445460583708828,1.0023101297581742,0.9983952352939318
