banda,bjd_tdb,fluxo,erro,base,fluxo_corrigido
g,2461258.469510811,1.0081747772196432,0.0018148948670904355,1.0087005513828398,0.999478760904338
g,2461258.4727678704,1.007285128608333,0.0018148948670904355,1.0079059872530076,0.999384011353711
g,2461258.4762017014,1.0078892563726112,0.0018148948670904355,1.0071232449191945,1.0007605935592105
g,2461258.4799565636,1.005504012090371,0.0018148948670904355,1.0063275408768677,0.9991816493606256
g,2461258.4834164213,1.00530456403602,0.0018148948670904355,1.005646322805348,0.9996601600765818
g,2461258.486894741,1.004633409446093,0.0018148948670904355,1.0050084382861657,0.9996268401082161
g,2461258.4903528136,1.0048000948996274,0.0018148948670904355,1.0044180699446006,1.0003803445661306
g,2461258.493916094,1.0046450702040635,0.0018148948670904355,1.0038526606834683,1.0007893683521798
g,2461258.4972930965,1.0028355619413538,0.0018148948670904355,1.0033546659974624,0.9994826315422648
g,2461258.5007651197,1.0025638979673988,0.0018148948670904355,1.0028788822852426,0.9996859198818445
g,2461258.5042390777,1.001385409919276,0.0018148948670904355,1.002437570587625,0.9989503978110755
g,2461258.5077194036,1.0008811455590794,0.0018148948670904355,1.0020284157564312,0.9988550522327395
g,2461258.511194487,0.9998749031556199,0.0018148948670904355,1.0016510710033382,0.9982267598975968
g,2461258.514673422,1.005668196965375,0.0018148948670904355,1.001302941592606,1.0043595751010437
g,2461258.5181296305,1.0028898815023197,0.0018148948670904355,1.0009849954152983,1.0019030116292913
g,2461258.5215817313,1.002783050932575,0.0018148948670904355,1.000693870939086,1.0020877313773577
g,2461258.5250710556,1.0000210517122554,0.0018148948670904355,1.0004252178298259,0.9995960056680226
g,2461258.52855088,0.9999789482877444,0.0018148948670904355,1.0001817863825213,0.9997971987717247
g,2461258.5320227086,0.9992260239888864,0.0018148948670904355,0.9999622224096766,0.9992637737663568
g,2461258.5354840923,0.9993162538728823,0.0018148948670904355,0.9997655224501873,0.9995506260545932
g,2461258.538960823,1.0001320036331265,0.0018148948670904355,0.9995893621057212,1.0005428644481191
g,2461258.542155788,1.0004130827490159,0.0018148948670904355,0.9994456786119427,1.0009679406872984
g,2461258.5461332127,1.001312771218633,0.0018148948670904355,0.9992902269584791,1.0020239808271816
g,2461258.549365814,0.9937831940083781,0.002610929102197575,0.99918233908254,0.9945964366432664
g,2461258.587739636,0.9971551567605698,0.0018148948670904355,0.9990064992228679,0.9981468163983535
g,2461258.5910557937,0.9959534571537686,0.0018148948670904355,0.9990769444208267,0.9968736269168249
g,2461258.5945321405,0.9956921006919368,0.0018148948670904355,0.9991641957651115,0.9965250005075332
g,2461258.59801078,0.9963513866985991,0.0018148948670904355,0.9992650539482134,0.997084189787182
g,2461258.6014733487,0.9957452293805199,0.0018148948670904355,0.9993787468340675,0.9963642238089832
g,2461258.6049334537,0.9955594983428057,0.0018148948670904355,0.9995054816921146,0.996052064324221
g,2461258.608410307,0.9975238560748292,0.0018148948670904355,0.9996459332396836,0.9978771712120339
g,2461258.6118877684,0.9971195499675619,0.0018148948670904355,0.9997994629754483,0.9973195494625383
g,2461258.615361469,0.9946949979583023,0.0018148948670904355,0.9999657979319794,0.9947290197478978
g,2461258.6188309104,0.9952434974386173,0.0018148948670904355,1.0001448324332654,0.9950993747748278
g,2461258.622310251,0.9942599835172384,0.0018148948670904355,1.0003373135458364,0.9939247192458951
g,2461258.625787237,0.9949525034382948,0.0018148948670904355,1.0005426155192862,0.9944129195555652
g,2461258.62924337,0.9940669084662753,0.0018148948670904355,1.0007595482267932,0.9933124397640009
g,2461258.6327158296,0.9937358907576278,0.0018148948670904355,1.0009904772170852,0.9927525919331157
g,2461258.6361907823,0.9934175324268187,0.0018148948670904355,1.0012346675346595,0.9921925045533142
g,2461258.6396525204,0.9942229398139096,0.0018148948670904355,1.0014910592249753,0.9927427016505866
g,2461258.6431249618,0.9946683404326553,0.0018148948670904355,1.001761537699004,0.9929192756964483
g,2461258.646601629,0.9952793095447802,0.0018148948670904355,1.002045838884928,0.9932472856254982
g,2461258.6500782003,0.9952641265802179,0.0018148948670904355,1.002343814186219,0.9929368670651706
g,2461258.653538899,0.9951823341356809,0.0018148948670904355,1.0026542230702593,0.9925478906260441
