banda,bjd_tdb,fluxo,erro,base,fluxo_corrigido
g,2461241.541761371,1.0067975813162346,0.0013820597173734663,1.0080969488181943,0.9987110689071295
g,2461241.5452438383,1.0071521517407604,0.0013820597173734663,1.0074525848265754,0.9997017893543182
g,2461241.54870779,1.0071056309611992,0.0013820597173734663,1.006843161456707,1.0002606855909042
g,2461241.5521746064,1.0063894134816715,0.0013820597173734663,1.0062629813954198,1.0001256451728717
g,2461241.5556425983,1.0033912860081469,0.0013820597173734663,1.0057107978438133,0.9976936592103423
g,2461241.559145482,1.003864675478225,0.0013820597173734663,1.005180200814475,0.9986912542296554
g,2461241.562608825,1.0041420923110975,0.0013820597173734663,1.004681062801601,0.9994635407091277
g,2461241.565089747,1.0029567270308213,0.0013820597173734663,1.0043383878606946,0.9986243074579512
g,2461241.5730997277,1.0034350580929943,0.0013820597173734663,1.0033115174618503,1.00012313287448
g,2461241.576248502,1.0020262850012305,0.0013820597173734663,1.002939138244093,0.9990898218964106
g,2461241.5799868223,1.0027768489044897,0.0013820597173734663,1.0025185520441897,1.0002576479605023
g,2461241.5834289277,1.0041638218339644,0.0013820597173734663,1.0021510943748833,1.0020084071856814
g,2461241.586905213,1.0031535464650132,0.0013820597173734663,1.001798471591223,1.001352642185247
g,2461241.5903761256,1.0016814528970033,0.0013820597173734663,1.0014642140670074,1.0002169212109076
g,2461241.593843955,1.0023168519598913,0.0013820597173734663,1.0011473786426182,1.0011681330263869
g,2461241.5973235397,1.0009908183045055,0.0013820597173734663,1.0008460635777459,1.000144632358589
g,2461241.6008023177,1.0012847888857965,0.0013820597173734663,1.0005608696680157,1.0007235134210486
g,2461241.6042704545,1.000444097735448,0.0013820597173734663,1.000292005117183,1.0001520482194068
g,2461241.607735936,1.0013760532603426,0.0013820597173734663,1.0000382853772265,1.0013377166681288
g,2461241.611215357,1.0013594618531574,0.0013820597173734663,0.9997981278549715,1.0015616492516701
g,2461241.614690149,1.0011571645658657,0.0013820597173734663,0.9995724670232331,1.0015853753428723
g,2461241.618153254,0.9995845120680747,0.0013820597173734663,0.9993612921669072,1.000223362564587
g,2461241.621627269,0.9996456049352472,0.0013820597173734663,0.9991628821035142,1.0004831272662138
g,2461241.6251064315,1.0000818637876605,0.0013820597173734663,0.9989773494961147,1.0011056449799416
g,2461241.6285676477,0.999217408094255,0.0013820597173734663,0.9988055745575678,1.0004123260293873
g,2461241.632038094,0.9986335858711219,0.0013820597173734663,0.998645908110007,0.9999876610530469
g,2461241.6355245486,0.9970429306580365,0.0013820597173734663,0.9984979479600384,0.9985427938986008
g,2461241.63898716,0.9950567992733843,0.0013820597173734663,0.9983631425844828,0.9966882358031174
g,2461241.6424504095,0.9955313863558497,0.0013820597173734663,0.9982402407551393,0.9972863702656983
g,2461241.6459219726,0.9979320685064248,0.0013820597173734663,0.998128863115622,0.9998028364708511
g,2461241.6494126236,1.0030869825607853,0.0013820597173734663,0.9980286722145749,1.0050683016300386
g,2461241.65289204,0.9989778504690204,0.0013820597173734663,0.9979404684536188,1.0010395229457014
g,2461241.656358817,0.9995441524090592,0.0013820597173734663,0.9978640802581027,1.0016836683313843
g,2461241.6598239853,0.9995243074124985,0.0013820597173734663,0.9977991281350731,1.0017289845508783
g,2461241.6632907568,1.0016962109407541,0.0013820597173734663,0.9977455073848457,1.0039596305136602
g,2461241.6667700103,1.000496559827663,0.0013820597173734663,0.9977030948363104,1.002799896087133
g,2461241.6702527944,0.9994390517342038,0.0013820597173734663,0.9976720747943787,1.0017710999279892
g,2461241.6737158336,0.9997837149283924,0.0013820597173734663,0.9976525918918557,1.002136137422843
g,2461241.6771925637,0.9991367481616,0.0013820597173734663,0.9976444664607114,1.0014958051200171
g,2461241.6806660667,0.9976637213808176,0.0013820597173734663,0.9976478484557916,1.000015910348577
g,2461241.6841309974,0.9983090266841969,0.0013820597173734663,0.9976627538715631,1.0006477868499408
g,2461241.6875962024,0.9981615244672205,0.0013820597173734663,0.9976892802583563,1.0004733379602333
g,2461241.6910760454,0.999988177315937,0.0013820597173734663,0.997727736537476,1.0022655887930967
g,2461241.694553558,0.9993679118400561,0.0013820597173734663,0.9977781442832377,1.0015933076565438
g,2461241.6980211656,0.997904904294375,0.0013820597173734663,0.9978404996088438,1.0000645440684723
g,2461241.7014880176,1.0004583594026784,0.0013820597173734663,0.997915103586665,1.0025485693190457
g,2461241.7049621814,0.9976936065583334,0.0013820597173734663,0.9980023826141358,0.9996906058931507
g,2461241.7084370945,0.9982073802970473,0.0013820597173734663,0.998102459142613,1.0001051206251155
g,2461241.711892958,0.997867795007641,0.0013820597173734663,0.9982149307311166,0.9996522435070959
g,2461241.7153718336,0.9991295765984982,0.0013820597173734663,0.9983414873657543,1.0007893984600633
g,2461241.7188574118,0.9987993487749531,0.0013820597173734663,0.9984820376261944,1.0003177935474064
g,2461241.722322746,1.0006021594416035,0.0013820597173734663,0.9986357749892176,1.0019690707078936
g,2461241.7257833485,1.0000118226840629,0.0013820597173734663,0.9988036261040848,1.0012096437662032
g,2461241.729270198,0.9994558283113454,0.0013820597173734663,0.9989876579192359,1.0004686448209827
g,2461241.7327528833,0.9984822218327699,0.0013820597173734663,0.9991868757975997,0.9992947725977013
g,2461241.736205437,0.997598291630274,0.0013820597173734663,0.9994000690426219,0.9981971409967243
g,2461241.739684758,0.9982484925758858,0.0013820597173734663,0.999631275387783,0.9986167071339772
g,2461241.743163482,0.9960774190726281,0.0013820597173734663,0.9998794561893832,0.9961975045159495
g,2461241.746635635,0.9963891747647977,0.0013820597173734663,1.0001447760773052,0.996244942330012
g,2461241.750080484,0.9995722720928526,0.0013820597173734663,1.000426077951011,0.9991465577747562
g,2461241.753564597,1.0020665295678668,0.0013820597173734663,1.0007296429056682,1.001335911923541
g,2461241.75704942,0.9995284999628875,0.0013820597173734663,1.0010532572312547,0.9984768470035407
g,2461241.7605141858,1.0036949489300397,0.0013820597173734663,1.0013957052103042,1.0022960391259643
g,2461241.7640114306,1.0036054633109361,0.0013820597173734663,1.001763253374263,1.0018389673712504
g,2461241.7674643793,1.0121181768911782,0.0013820597173734663,1.0021487450280537,1.0099480560271972
g,2461241.7699601427,1.0090720591836664,0.0013820597173734663,1.002441974756317,1.0066139333690223
r,2461241.5417584865,1.0041934326367465,0.001199764701093705,1.0065641836883688,0.997644709507808
r,2461241.545226939,1.0052254743794145,0.001199764701093705,1.0062580691255272,0.998973827114738
r,2461241.5487000663,1.0063944504471896,0.001199764701093705,1.0059595584957017,1.0004323155417283
r,2461241.5521759884,1.0053138625397262,0.001199764701093705,1.005668399503017,0.999647461366524
r,2461241.5556439944,1.005283747996399,0.001199764701093705,1.0053850699350444,0.9998992207645853
r,2461241.559115287,1.0054554346952367,0.001199764701093705,1.0051082696317493,1.000345400663766
r,2461241.562591965,1.0053109343768485,0.001199764701093705,1.0048375143606676,1.0004711408654783
r,2461241.565091305,1.0063834799779516,0.001199764701093705,1.004646697249394,1.001728749751841
r,2461241.573099965,1.0018054325096428,0.001199764701093705,1.0040554717706018,0.9977590488531564
r,2461241.576186471,1.0021926193425665,0.001199764701093705,1.0038353590953033,0.9983635366717732
r,2461241.579987373,0.9995117841963553,0.001199764701093705,1.003569853653769,0.9959563657251769
r,2461241.5834359983,1.0003452498939032,0.001199764701093705,1.0033340419946033,0.9970211395451524
r,2461241.586902968,1.0019847936881627,0.001199764701093705,1.0031016532231336,0.9988865938647572
r,2461241.5903688804,1.0014676194695293,0.001199764701093705,1.002873843128331,0.998597806026713
r,2461241.5938367634,1.0047979700910452,0.001199764701093705,1.002650247819933,1.0021420453201721
r,2461241.597318489,1.0046402564304298,0.001199764701093705,1.0024299765271596,1.0022049219945792
r,2461241.6007950767,1.0066888276884742,0.001199764701093705,1.0022141025031681,1.0044648395728317
r,2461241.604263228,1.0026140115617537,0.001199764701093705,1.0020026750030646,1.000610114697236
r,2461241.6077287425,1.0023036529065752,0.001199764701093705,1.0017952006927429,1.0005075410757416
r,2461241.611215296,1.0043131966458132,0.001199764701093705,1.00159018008885,1.0027186933449383
r,2461241.6146829803,1.0038738983989854,0.001199764701093705,1.0013898606570684,1.002480590067376
r,2461241.618153848,1.0025221727320757,0.001199764701093705,1.0011928500012552,1.0013277389374273
r,2461241.621620044,1.0028268523715278,0.001199764701093705,1.0009995060918224,1.0018255216596859
r,2461241.6250991942,1.0032314016086583,0.001199764701093705,1.0008087794121605,1.002420664412957
r,2461241.628568208,1.0028046745996677,0.001199764701093705,1.000621868807124,1.002181449217321
r,2461241.6320371376,1.0013023456840562,0.001199764701093705,1.000438154219024,1.0008638129817298
r,2461241.6355173537,1.0004382024632748,0.001199764701093705,1.000256991294317,1.0001811646112297
r,2461241.6389877372,0.9989641495249098,0.001199764701093705,1.0000794302163372,0.9988848078885233
r,2461241.642450985,0.9992438856069873,0.001199764701093705,0.9999052655959272,0.9993385573496848
r,2461241.6459225467,1.0001356315832457,0.001199764701093705,0.9997336831094412,1.0004020555479878
r,2461241.6494054548,1.00274134348552,0.001199764701093705,0.9995645249988099,1.0031782025144538
r,2461241.6528770025,1.0000095975753165,0.001199764701093705,0.9993988663570608,1.0006110985701655
r,2461241.65634371,1.001422788024733,0.001199764701093705,0.9992363533639931,1.0021881056002209
r,2461241.6598089603,0.9998951245135856,0.001199764701093705,0.9990768027922705,1.0008190778917376
r,2461241.6632835446,1.0005874492351312,0.001199764701093705,0.9989197162740555,1.0016695365342234
r,2461241.6667628246,0.9990468373874071,0.001199764701093705,0.998765314878476,1.000281870530281
r,2461241.6702377396,0.998928500475437,0.001199764701093705,0.9986140002286968,1.0003149367490023
r,2461241.673700827,1.0006192585750016,0.001199764701093705,0.9984660813319737,1.0021564851158042
r,2461241.677177596,0.9997562063810521,0.001199764701093705,0.9983204806593426,1.0014381411075142
r,2461241.6806588746,0.9964941601067998,0.001199764701093705,0.9981776200469626,0.998313466555097
r,2461241.6841237415,0.9992604148521862,0.001199764701093705,0.9980383633366753,1.0012244534482877
r,2461241.687589019,0.9977400108663536,0.001199764701093705,0.9979020397232786,0.9998376304983102
r,2461241.69106882,0.9999682465005163,0.001199764701093705,0.9977681445177846,1.0022050232760187
