flare,início (UTC),dur (min),amp g (ppt),ED (s),T pico (K),σT (K),chi2 red,área (cm²),σA (cm²),E IIb (erg),σE (erg),E IIa (erg),E MB (erg)
20260815_F01,22:38:10,15,181.863,48.9645,11083.2,936.068,11.7878,4.87146e+18,1.25131e+18,1.05258e+33,3.60983e+31,1.02829e+33,2.92324e+33
