# AU Mic b - empilhamento em fase (5 transitos)
# T0_ref=1330.390510  P_ref=8.4631516
# dt_dias  fluxo_normalizado  epoca
0.00809846 0.99685313 0
0.00837222 0.99677897 84
0.00868254 0.99570179 86
0.00926555 0.99702126 2
0.00928927 0.99785940 85
0.00948734 0.99596056 0
0.00976114 0.99662149 84
0.01007143 0.99581738 86
0.01065439 0.99668598 2
0.01067818 0.99729947 85
0.01087623 0.99643864 0
0.01115006 0.99671396 84
0.01146032 0.99653923 86
0.01204324 0.99644239 2
0.01206708 0.99740613 85
0.01226511 0.99641673 0
0.01253899 0.99663026 84
0.01284921 0.99644497 86
0.01343208 0.99658918 2
0.01345598 0.99719507 85
0.01365399 0.99664165 0
0.01392791 0.99657853 84
0.01423810 0.99688870 86
0.01482093 0.99674352 2
0.01484489 0.99733187 85
0.01504287 0.99698718 0
0.01531684 0.99705761 84
0.01562699 0.99871530 86
0.01620977 0.99710245 2
0.01623379 0.99767327 85
0.01643175 0.99697281 0
0.01670576 0.99634142 84
0.01701588 1.00106377 86
0.01759862 0.99651502 2
0.01762269 0.99778794 85
0.01782063 0.99732308 0
0.01809469 0.99707858 84
0.01840477 1.00110198 86
0.01898747 0.99688558 2
0.01901159 0.99737537 85
0.01920951 0.99757730 0
0.01948361 0.99653027 84
0.01979366 1.00427693 86
0.02037631 0.99699033 2
0.02040050 0.99743188 85
0.02059839 0.99718247 0
0.02087254 0.99719584 84
0.02118255 1.00386663 86
0.02176516 0.99711661 2
0.02178940 0.99762427 85
0.02198728 0.99713419 0
0.02226146 0.99729776 84
0.02257144 1.00185161 86
0.02315400 0.99707629 2
0.02317830 0.99685413 85
0.02337616 0.99686238 0
0.02365038 0.99750508 84
0.02396033 1.00181487 86
0.02454285 0.99718760 2
0.02456721 0.99707480 85
0.02476504 0.99656226 0
0.02503931 0.99706378 84
0.02534922 1.00106391 86
0.02593170 0.99721701 2
0.02595611 0.99767716 85
0.02615392 0.99613326 0
0.02642823 0.99687335 84
0.02673811 1.00024519 86
0.02732054 0.99705898 2
0.02734501 0.99753120 85
0.02754280 0.99644255 0
0.02781716 0.99684196 84
0.02812701 1.00048127 86
0.02870939 0.99671123 2
0.02873391 0.99744727 85
0.02893168 0.99619822 0
0.02920608 0.99672424 84
0.02951590 1.00101578 86
0.03009823 0.99692237 2
0.03012282 0.99731209 85
0.03032056 0.99683638 0
0.03059501 0.99622883 84
0.03090479 0.99994838 86
0.03148708 0.99590763 2
0.03151172 0.99729880 85
0.03170944 0.99602813 0
0.03198393 0.99662372 84
0.03229368 1.00045430 86
0.03287592 0.99657019 2
0.03290062 0.99807088 85
0.03309833 0.99644953 0
0.03337285 0.99657517 84
0.03368257 1.00039514 86
0.03426477 0.99582550 2
0.03428953 0.99730583 85
0.03448721 0.99679360 0
0.03476178 0.99706284 84
0.03507146 1.00046906 86
0.03565362 0.99653545 2
0.03567843 0.99729559 85
0.03587609 0.99703721 0
0.03615070 0.99690876 84
0.03646035 1.00090494 86
0.03704246 0.99570306 2
0.03706733 0.99734798 85
0.03726497 0.99680045 0
0.03753963 0.99700703 84
0.03784924 1.00068236 86
0.03843131 0.99632619 2
0.03845623 0.99825458 85
0.03865385 0.99647511 0
0.03892855 0.99680728 84
0.03923813 0.99995232 86
0.03982015 0.99618526 2
0.03984514 0.99757877 85
0.04004273 0.99761902 0
0.04031748 0.99670797 84
0.04062702 1.00030709 86
0.04120900 0.99627948 2
0.04123404 0.99773012 85
0.04143161 0.99687545 0
0.04170640 0.99705017 84
0.04201591 1.00005093 86
0.04259784 0.99615505 2
0.04262294 0.99784434 85
0.04282049 0.99716582 0
0.04309532 0.99675037 84
0.04340480 1.00009437 86
0.04398669 0.99624382 2
0.04401184 0.99826596 85
0.04420938 0.99690794 0
0.04448425 0.99709103 84
0.04479369 1.00051940 86
0.04540075 0.99769714 85
0.04559826 0.99755887 0
0.04587317 0.99755963 84
0.04618258 1.00023311 86
0.04678965 0.99754643 85
0.04698714 0.99778373 0
0.04726210 0.99741831 84
0.04757147 0.99970254 86
0.04817855 0.99802211 85
0.04837602 0.99697143 0
0.04865102 0.99776451 84
0.04896036 1.00045618 86
0.04954207 0.99602248 2
0.04956746 0.99740490 85
0.04976490 0.99726369 0
0.05003995 0.99780653 84
0.05034925 0.99983262 86
0.05093092 0.99619282 2
0.05095636 0.99779536 85
0.05115378 0.99716583 0
0.05142887 0.99823478 84
0.05173814 0.99999064 86
0.05231977 0.99668061 2
0.05234526 0.99781034 85
0.05254266 0.99726165 0
0.05281779 0.99807378 84
0.05312703 0.99921970 86
0.05370861 0.99677054 2
0.05373416 0.99923519 85
0.05393154 0.99758010 0
0.05420672 0.99851375 84
0.05451592 0.99963036 86
0.05509746 0.99636976 2
0.05512307 0.99891236 85
0.05532043 0.99751433 0
0.05559564 0.99905918 84
0.05590481 0.99948072 86
0.05648630 0.99645033 2
0.05651197 0.99881072 85
0.05670931 0.99781081 0
0.05698457 0.99928042 84
0.05729370 1.00040333 86
0.05787515 0.99716926 2
0.05790087 1.00022048 85
0.05809819 0.99732006 0
0.05837349 0.99999231 84
0.05868259 1.00085723 86
0.05926399 0.99711083 2
0.05928977 1.00003794 85
0.05948707 0.99730913 0
0.05976242 0.99993689 84
0.06007148 1.00060826 86
0.06065284 0.99747645 2
0.06067868 1.00007263 85
0.06087595 1.00058997 0
0.06115134 1.00044396 84
0.06146037 1.00056326 86
0.06204169 0.99766473 2
0.06206758 1.00000684 85
0.06254026 1.00004595 84
0.06284926 1.00048016 86
0.06343053 0.99754054 2
0.06345648 0.99946708 85
0.06365371 1.00073633 0
0.06392919 0.99976882 84
0.06423815 1.00054667 86
0.06481938 0.99669386 2
0.06484539 1.00035522 85
0.06504259 1.00096441 0
0.06531811 0.99974280 84
0.06562704 1.00043721 86
0.06620822 0.99763901 2
0.06623429 0.99946268 85
0.06643148 1.00081143 0
0.06670704 0.99995735 84
0.06701594 1.00027835 86
0.06762319 1.00002631 85
0.06782036 1.00027838 0
0.06809596 0.99998973 84
0.06840483 1.00139831 86
0.06901209 1.00012155 85
0.06920924 1.00042001 0
0.06948489 1.00006251 84
0.06979372 1.00013130 86
0.07040100 0.99970932 85
0.07059812 1.00033339 0
0.07087381 0.99963091 84
0.07118261 0.99993302 86
0.07178990 0.99957746 85
0.07198700 1.00082883 0
0.07226274 0.99950314 84
0.07257150 1.00044606 86
0.07317880 0.99984535 85
0.07337588 1.00073536 0
0.07365166 1.00002328 84
0.07396039 1.00010131 86
0.07454130 1.00049185 2
0.07456771 0.99952220 85
0.07476476 1.00095795 0
0.07504058 1.00217711 84
0.07534928 1.00002793 86
0.07595661 1.00008364 85
0.07615364 1.00065697 0
0.07642951 1.00208994 84
0.07673817 1.00021055 86
0.07734551 0.99953350 85
0.07754253 1.00046957 0
0.07781843 1.00082905 84
0.07812706 1.00050808 86
0.07873441 0.99971813 85
0.07893141 1.00025620 0
0.07920736 1.00083160 84
0.07951595 1.00041196 86
0.08012332 0.99983798 85
0.08032029 1.00011625 0
0.08059628 1.00053658 84
0.08090484 1.00055133 86
0.08148553 1.00023335 2
0.08151222 1.00023111 85
0.08170917 0.99995159 0
0.08198520 1.00057569 84
0.08229373 1.00040919 86
0.08287437 0.99975175 2
0.08290112 0.99992396 85
0.08309805 1.00014215 0
0.08337413 1.00040138 84
0.08368262 1.00040209 86
0.08426322 1.00018218 2
0.08429002 0.99988436 85
0.08448693 1.00017754 0
0.08476305 1.00050766 84
0.08507151 0.99935312 86
0.08565206 1.00027521 2
0.08567893 1.00030897 85
0.08587581 1.00030614 0
0.08615198 1.00067498 84
0.08646040 0.99982020 86
0.08704091 1.00022552 2
0.08706783 0.99983828 85
0.08726469 1.00013289 0
0.08754090 1.00049454 84
0.08784929 1.00008728 86
0.08842975 1.00031581 2
0.08845673 0.99984206 85
0.08865357 1.00074900 0
0.08892983 1.00058299 84
0.08923818 1.00015948 86
0.08981860 1.00048882 2
0.08984563 1.00011411 85
0.09004246 0.99979742 0
0.09031875 1.00093438 84
0.09062707 0.99988992 86
0.09120745 1.00104521 2
0.09123454 1.00024962 85
0.09143134 1.00034567 0
0.09170767 1.00092221 84
0.09201596 1.00018035 86
0.09259629 1.00119548 2
0.09262344 0.99997142 85
0.09282022 1.00006724 0
0.09309660 1.00038490 84
0.09340485 1.00048726 86
0.09398514 1.00025814 2
0.09401234 1.00012955 85
0.09420910 1.00016881 0
0.09448552 1.00073492 84
0.09479374 1.00037783 86
0.09537398 1.00018359 2
0.09540125 1.00022232 85
0.09559798 0.99988444 0
0.09587445 0.99991908 84
0.09618263 1.00010072 86
0.09676283 0.99989547 2
0.09679015 1.00001981 85
0.09698686 1.00010832 0
0.09726337 1.00051387 84
0.09757152 0.99988977 86
0.09815167 1.00041817 2
0.09817905 1.00017197 85
0.09837574 1.00019896 0
0.09865230 1.00024249 84
0.09896041 0.99971271 86
0.09954052 1.00115675 2
0.09956795 1.00011462 85
0.09976462 1.00002635 0
0.10004122 1.00052077 84
0.10034930 0.99934891 86
0.10092937 0.99945385 2
0.10095686 1.00020934 85
0.10115351 0.99990742 0
0.10143014 1.00031512 84
0.10173819 0.99947262 86
0.10231821 1.00074155 2
0.10234576 1.00010109 85
0.10254239 1.00022659 0
0.10281907 1.00010071 84
0.10312708 1.00022464 86
0.10370706 1.00001855 2
0.10373466 0.99998933 85
0.10393127 1.00018732 0
0.10420799 0.99950304 84
0.10451597 0.99986145 86
0.10509590 0.99968341 2
0.10512356 0.99987488 85
0.10532015 0.99997269 0
0.10559692 1.00090019 84
0.10590486 0.99964091 86
0.10648475 0.99866158 2
0.10651247 1.00016787 85
0.10670903 1.00021138 0
0.10698584 1.00023148 84
0.10729375 0.99963829 86
0.10787359 0.99955715 2
0.10790137 0.99975612 85
0.10809791 0.99986529 0
0.10837477 0.99977351 84
0.10868265 1.00009158 86
0.10926244 1.00026574 2
0.10929027 1.00005518 85
0.10948679 0.99999780 0
0.10976369 0.99999252 84
0.11007154 1.00028451 86
0.11065129 0.99868128 2
0.11067918 1.00026086 85
0.11087567 1.00012715 0
0.11115261 0.99958497 84
0.11146043 0.99960723 86
0.11204013 0.99998070 2
0.11206808 0.99966477 85
0.11226455 1.00011608 0
0.11254154 1.00020250 84
0.11284932 1.00070992 86
0.11342898 0.99992756 2
0.11345698 1.00000608 85
0.11365344 1.00051158 0
0.11393046 0.99988284 84
0.11423821 0.99958238 86
0.11481782 1.00010257 2
0.11484588 0.99983321 85
0.11504232 0.99990952 0
0.11531939 0.99988628 84
0.11562710 1.00043870 86
0.11620667 1.00117155 2
0.11623479 0.99998262 85
0.11643120 0.99996976 0
0.11670831 0.99997252 84
0.11701599 0.99983000 86
0.11759551 1.00056267 2
0.11762369 0.99981464 85
0.11782008 1.00014201 0
0.11809724 0.99990222 84
0.11840488 1.00010538 86
0.11898436 1.00056819 2
0.11901259 1.00044487 85
0.11920896 1.00011633 0
0.11948616 0.99971308 84
0.11979377 1.00006337 86
0.12037321 1.00047460 2
0.12040149 0.99997477 85
0.12059784 0.99977095 0
0.12087508 1.00021948 84
0.12118266 0.99999402 86
0.12176205 1.00058432 2
0.12179040 1.00006442 85
0.12198672 1.00013406 0
0.12226401 0.99966998 84
0.12257155 1.00031168 86
0.12315090 0.99994152 2
0.12317930 0.99968092 85
0.12337560 1.00025924 0
0.12365293 0.99970697 84
0.12396044 1.00021491 86
0.12453974 1.00048469 2
0.12456820 0.99995968 85
0.12476449 1.00015711 0
0.12504186 1.00016527 84
0.12534933 0.99960212 86
0.12592859 0.99981731 2
0.12595710 1.00014260 85
0.12615337 1.00003308 0
0.12643078 1.00001346 84
0.12673822 1.00022075 86
0.12731743 1.00085964 2
0.12734601 0.99999105 85
0.12754225 1.00000000 0
0.12781970 1.00003068 84
0.12812711 1.00053178 86
0.12870628 0.99999486 2
0.12873491 0.99990535 85
0.12893113 0.99982520 0
0.12920863 1.00013420 84
0.12951600 1.00090216 86
0.13009512 1.00041224 2
0.13012381 0.99998659 85
0.13032001 0.99995130 0
0.13059755 1.00023039 84
0.13090489 1.00123434 86
0.13148397 1.00020747 2
0.13151272 0.99973031 85
0.13170889 1.00023072 0
0.13198648 1.00026022 84
0.13229378 1.00030860 86
0.13287282 0.99864088 2
0.13290162 1.00017267 85
0.13309777 0.99974561 0
0.13337540 1.00003879 84
0.13368267 1.00046331 86
0.13426166 1.00008790 2
0.13429052 0.99997652 85
0.13448665 0.99985437 0
0.13476433 1.00027171 84
0.13507156 1.00011277 86
0.13565051 0.99962869 2
0.13567942 0.99959390 85
0.13587553 0.99960988 0
0.13615325 1.00007921 84
0.13646045 1.00012454 86
0.13703935 1.00015048 2
0.13706833 0.99991217 85
0.13726442 0.99998713 0
0.13754217 1.00032426 84
0.13784934 1.00080610 86
0.13842820 1.00082361 2
0.13845723 0.99990085 85
0.13865330 1.00026439 0
0.13893110 1.00044854 84
0.13923823 0.99986956 86
0.13984613 1.00053674 85
0.14004218 1.00026017 0
0.14032002 1.00057816 84
0.14062712 1.00007701 86
0.14120589 1.00078883 2
0.14123503 0.99977031 85
0.14143106 0.99991733 0
0.14170895 0.99995180 84
0.14201601 1.00054183 86
0.14259474 1.00161712 2
0.14262394 1.00000035 85
0.14281994 0.99979293 0
0.14309787 1.00042019 84
0.14340490 1.00012621 86
0.14398358 0.99936697 2
0.14401284 1.00026731 85
0.14420882 1.00041827 0
0.14448680 1.00020009 84
0.14479379 1.00028293 86
0.14537243 1.00073823 2
0.14540174 0.99966806 85
0.14559770 0.99988385 0
0.14587572 0.99993662 84
0.14618268 1.00092374 86
0.14679064 1.00000604 85
0.14698658 1.00004882 0
0.14726464 1.00044958 84
0.14757157 0.99989038 86
0.14815012 0.99858551 2
0.14817955 1.00031950 85
0.14837546 1.00013968 0
0.14865357 1.00011373 84
0.14896046 1.00013880 86
0.14956845 1.00001920 85
0.14976435 0.99998815 0
0.15004249 1.00023492 84
0.15034935 1.00008898 86
0.15092781 0.99940134 2
0.15095735 0.99985284 85
0.15115323 0.99987301 0
0.15143142 1.00014716 84
0.15173824 1.00016793 86
0.15234625 1.00036885 85
0.15254211 0.99976842 0
0.15282034 1.00010348 84
0.15312713 0.99993079 86
0.15373516 1.00017518 85
0.15393099 1.00015625 0
0.15420926 1.00040970 84
0.15451602 0.99914800 86
0.15512406 1.00014887 85
0.15531987 0.99945198 0
0.15559819 1.00027809 84
0.15590492 1.00023238 86
0.15648319 0.99997906 2
0.15651296 1.00004338 85
0.15670875 1.00035768 0
0.15698711 0.99980880 84
0.15729381 0.99992727 86
0.15790186 1.00003763 85
0.15809763 1.00035139 0
0.15837604 1.00000000 84
0.15868270 1.00033720 86
0.15929077 1.00015349 85
0.15948651 1.00019373 0
0.15976496 1.00013444 84
0.16007159 0.99984764 86
0.16064973 1.00000395 2
0.16067967 0.99990015 85
0.16087539 1.00027414 0
0.16115388 0.99955215 84
0.16146048 0.99969889 86
0.16203857 1.00048620 2
0.16206857 0.99997048 85
0.16226428 0.99931609 0
0.16254281 1.00038673 84
0.16284937 1.00007405 86
0.16342742 1.00059398 2
0.16345747 0.99972019 85
0.16365316 0.99978581 0
0.16393173 0.99996756 84
0.16423826 0.99926069 86
0.16481627 1.00135463 2
0.16484638 0.99988118 85
0.16504204 0.99962747 0
0.16532066 0.99972604 84
0.16562715 1.00004562 86
0.16620511 1.00164246 2
0.16623528 1.00005177 85
0.16643092 1.00011640 0
0.16670958 0.99979361 84
0.16701604 0.99947357 86
0.16762418 0.99999904 85
0.16781980 0.99986455 0
0.16809851 1.00053725 84
0.16840493 0.99950340 86
0.16898280 1.00110676 2
0.16901308 0.99988171 85
0.16920868 0.99966152 0
0.16948743 0.99993281 84
0.16979382 0.99942875 86
0.17040199 0.99987923 85
0.17059756 1.00043646 0
0.17087635 1.00025732 84
0.17118271 0.99947129 86
0.17179089 0.99986566 85
0.17198644 1.00034273 0
0.17226528 1.00041989 84
0.17257160 0.99935339 86
0.17314934 1.00103199 2
0.17317979 1.00000924 85
0.17337532 1.00021115 0
0.17365420 1.00004752 84
0.17396049 0.99974507 86
0.17453818 0.99864299 2
0.17456869 1.00049971 85
0.17476420 1.00022472 0
0.17504313 0.99962121 84
0.17534938 1.00000167 86
0.17592703 0.99928763 2
0.17595760 0.99954559 85
0.17615309 1.00011641 0
0.17643205 1.00040802 84
0.17673827 0.99965605 86
0.17731588 0.99948782 2
0.17734650 0.99996798 85
0.17754197 0.99955096 0
0.17782097 1.00010753 84
0.17812716 0.99965178 86
0.17873540 1.00006409 85
0.17893085 1.00007779 0
0.17920990 1.00009499 84
0.17951605 0.99961733 86
0.18012430 0.99985421 85
0.18031973 1.00029468 0
0.18059882 0.99983010 84
0.18090494 1.00025181 86
0.18148241 0.99920066 2
0.18151321 0.99949700 85
0.18170861 0.99990391 0
0.18198775 0.99963074 84
0.18229383 0.99940331 86
0.18290211 1.00050912 85
0.18309749 0.99998939 0
0.18337667 0.99960581 84
0.18368272 0.99979932 86
0.18426010 1.00032360 2
0.18429101 0.99963885 85
0.18448637 0.99984017 0
0.18476560 1.00040414 84
0.18507161 0.99948042 86
0.18564895 1.00041210 2
0.18567992 1.00032096 85
0.18587525 0.99944305 0
0.18615452 0.99997789 84
0.18646050 0.99978414 86
0.18703780 0.99894331 2
0.18706882 1.00036251 85
0.18726413 1.00024134 0
0.18754344 0.99981761 84
0.18784939 1.00014443 86
0.18845772 1.00035898 85
0.18865302 1.00020707 0
0.18893237 0.99979745 84
0.18923828 0.99959450 86
0.18984662 0.99972078 85
0.19004190 0.99988256 0
0.19032129 1.00045408 84
0.19062717 0.99999833 86
0.19120433 0.99974937 2
0.19123553 0.99964563 85
0.19143078 1.00013274 0
0.19171022 0.99981870 84
0.19201606 0.99910533 86
0.19262443 1.00012738 85
0.19281966 0.99998632 0
0.19309914 0.99983650 84
0.19340495 0.99943747 86
0.19401333 0.99996953 85
0.19420854 0.99981616 0
0.19448806 1.00004097 84
0.19479384 0.99985987 86
0.19540223 0.99996177 85
0.19559742 0.99998831 0
0.19587699 0.99995166 84
0.19618273 0.99964062 86
0.19679114 0.99941673 85
0.19698630 1.00036748 0
0.19726591 0.99952751 84
0.19757162 0.99920050 86
0.19814856 1.00081642 2
0.19818004 1.00013134 85
0.19837518 1.00010755 0
0.19865484 0.99997957 84
0.19896051 1.00003473 86
0.19956894 0.99982290 85
0.19976406 0.99991459 0
0.20004376 0.99996040 84
0.20034940 1.00044300 86
0.20095784 1.00001569 85
0.20115294 0.99971724 0
0.20143269 0.99979098 84
0.20173829 1.00016347 86
0.20231510 1.00083984 2
0.20234675 0.99988297 85
0.20254183 1.00005649 0
0.20282161 0.99995236 84
0.20312718 1.00004288 86
0.20370394 1.00001763 2
0.20373565 1.00000007 85
0.20393071 1.00007056 0
0.20421053 0.99984444 84
0.20451607 0.99944708 86
0.20509279 1.00071172 2
0.20512455 1.00006858 85
0.20531959 0.99992561 0
0.20559946 1.00001211 84
0.20590496 0.99937527 86
0.20648163 0.99995882 2
0.20651345 1.00037268 85
0.20670847 0.99971785 0
0.20698838 0.99976824 84
0.20729385 1.00008486 86
0.20787048 1.00034218 2
0.20790235 0.99970789 85
0.20809735 0.99952224 0
0.20837731 1.00014740 84
0.20868274 0.99893614 86
0.20925932 1.00033467 2
0.20929126 1.00002900 85
0.20948623 0.99978483 0
0.20976623 0.99972362 84
0.21007164 0.99996026 86
0.21064817 1.00011279 2
0.21068016 0.99997556 85
0.21087511 0.99973270 0
0.21115515 0.99993607 84
0.21146053 1.00037920 86
0.21203702 0.99999750 2
0.21206906 1.00012606 85
0.21226399 0.99951141 0
0.21254408 0.99956237 84
0.21284942 0.99967469 86
0.21342586 1.00086972 2
0.21345796 0.99985508 85
0.21365287 0.99978682 0
0.21393300 0.99970615 84
0.21423831 1.00014858 86
0.21481471 0.99973213 2
0.21484687 0.99995407 85
0.21504175 1.00032501 0
0.21532193 0.99996178 84
0.21562720 1.00001352 86
0.21620355 0.99946569 2
0.21623577 0.99974194 85
0.21643064 0.99958208 0
0.21671085 0.99971859 84
0.21701609 0.99974272 86
0.21759240 1.00027045 2
0.21762467 0.99987724 85
0.21781952 0.99996818 0
0.21809977 0.99997361 84
0.21840498 1.00019103 86
0.21898124 0.99951724 2
0.21901357 1.00031499 85
0.21920840 0.99966763 0
0.21948870 0.99995764 84
0.21979387 1.00013239 86
0.22037009 1.00043756 2
0.22040248 0.99959740 85
0.22059728 0.99985497 0
0.22087762 0.99999873 84
0.22118276 1.00020042 86
0.22175893 0.99933951 2
0.22179138 1.00018539 85
0.22198616 1.00016340 0
0.22226655 0.99953782 84
0.22257165 0.99977225 86
0.22314778 0.99924734 2
0.22318028 1.00007607 85
0.22337504 0.99941963 0
0.22365547 1.00008000 84
0.22396054 1.00034626 86
0.22453663 0.99974257 2
0.22456918 0.99974923 85
0.22476392 0.99955770 0
0.22504439 0.99934792 84
0.22534943 0.99994055 86
0.22592547 0.99987284 2
0.22595809 1.00006159 85
0.22615280 1.00016468 0
0.22643332 1.00019512 84
0.22673832 0.99983501 86
0.22731432 1.00000250 2
0.22734699 1.00030055 85
0.22754168 0.99978679 0
0.22782224 0.99990231 84
0.22812721 1.00008272 86
0.22870316 0.99908028 2
0.22873589 1.00021568 85
0.22893056 1.00010928 0
0.22921117 1.00066906 84
0.22951610 1.00033261 86
0.23009201 0.99959280 2
0.23012479 0.99971371 85
0.23031945 1.00037512 0
0.23060009 0.99989502 84
0.23090499 1.00008107 86
0.23148085 0.99959415 2
0.23151370 0.99978387 85
0.23170833 1.00051921 0
0.23198901 1.00066567 84
0.23229388 0.99979674 86
0.23286970 1.00042707 2
0.23290260 0.99972680 85
0.23309721 0.99982817 0
0.23337794 0.99977592 84
0.23368277 0.99992907 86
0.23425854 1.00058720 2
0.23429150 1.00073888 85
0.23448609 1.00064556 0
0.23476686 1.00042196 84
0.23507166 1.00018865 86
0.23564739 0.99965569 2
0.23568040 1.00020529 85
0.23587497 1.00025268 0
0.23615579 0.99986841 84
0.23646055 1.00016399 86
0.23703624 1.00047148 2
0.23706931 1.00041531 85
0.23726385 1.00072856 0
0.23754471 1.00019336 84
0.23784944 1.00000860 86
0.23845821 1.00034939 85
0.23865273 1.00020105 0
0.23893364 1.00071330 84
0.23923833 1.00053008 86
0.23984711 0.99998198 85
0.24004161 1.00015963 0
0.24032256 1.00065271 84
0.24062722 1.00010800 86
0.24123601 0.99992161 85
0.24143049 1.00049484 0
0.24171148 1.00016677 84
0.24201611 1.00051616 86
0.24262492 1.00032791 85
0.24281937 1.00075261 0
0.24310041 0.99993947 84
0.24340500 1.00035547 86
0.24401382 1.00008344 85
0.24420826 1.00092079 0
0.24448933 1.00021009 84
0.24479389 1.00009988 86
0.24540272 1.00003090 85
0.24559714 1.00010250 0
0.24587826 0.99969872 84
0.24618278 1.00053803 86
0.24679162 1.00039605 85
0.24698602 1.00032715 0
0.24726718 1.00014393 84
0.24757167 1.00021792 86
0.24818053 0.99967279 85
0.24837490 1.00027320 0
0.24865610 0.99980020 84
0.24896056 0.99983575 86
0.24956943 0.99986858 85
0.24976378 1.00008941 0
