# AU Mic b | epoca=2 | Setor 1  (2018) | Tc=1347.316813 | T0=1330.390510 | P=8.4631516
# tempo_BTJD  dt_dias  fluxo_residual  fluxo_normalizado
1347.28441337 -0.03239983 0.99715698 0.99743040
1347.28580222 -0.03101098 0.99742214 0.99769564
1347.28719106 -0.02962214 0.99747122 0.99774473
1347.28857991 -0.02823329 0.99698057 0.99725393
1347.28996875 -0.02684445 0.99675724 0.99703055
1347.29135760 -0.02545560 0.99647588 0.99674911
1347.29274645 -0.02406675 0.99639067 0.99666388
1347.29413529 -0.02267791 0.99649136 0.99676460
1347.29552414 -0.02128906 0.99651252 0.99678576
1347.29691298 -0.01990022 0.99654858 0.99682183
1347.29830183 -0.01851137 0.99564760 0.99592060
1347.29969068 -0.01712252 0.99641141 0.99668463
1347.30107952 -0.01573368 0.99615608 0.99642922
1347.30246837 -0.01434483 0.99613247 0.99640561
1347.30385721 -0.01295599 0.99625391 0.99652708
1347.30524606 -0.01156714 0.99616879 0.99644194
1347.30663490 -0.01017830 0.99615296 0.99642610
1347.30802375 -0.00878945 0.99636584 0.99663904
1347.30941260 -0.00740060 0.99627686 0.99655003
1347.31080144 -0.00601176 0.99705293 0.99732632
1347.31219029 -0.00462291 0.99656826 0.99684151
1347.31357913 -0.00323407 0.99653799 0.99681124
1347.31496798 -0.00184522 0.99612351 0.99639665
1347.31635682 -0.00045638 0.99625902 0.99653219
1347.31774567 0.00093247 0.99661394 0.99688721
1347.31913452 0.00232132 0.99659068 0.99686394
1347.32191221 0.00509901 0.99588224 0.99615530
1347.32330105 0.00648785 0.99681670 0.99709002
1347.32468990 0.00787670 0.99668911 0.99696240
1347.32607875 0.00926555 0.99674796 0.99702126
1347.32746759 0.01065439 0.99641277 0.99668598
1347.32885644 0.01204324 0.99616925 0.99644239
1347.33024528 0.01343208 0.99631600 0.99658918
1347.33163413 0.01482093 0.99647029 0.99674352
1347.33302297 0.01620977 0.99682912 0.99710245
1347.33441182 0.01759862 0.99624185 0.99651502
1347.33580067 0.01898747 0.99661231 0.99688558
1347.33718951 0.02037631 0.99671703 0.99699033
1347.33857836 0.02176516 0.99684328 0.99711661
1347.33996720 0.02315400 0.99680297 0.99707629
1347.34135605 0.02454285 0.99691425 0.99718760
1347.34274490 0.02593170 0.99694365 0.99721701
1347.34413374 0.02732054 0.99678566 0.99705898
1347.34552259 0.02870939 0.99643801 0.99671123
1347.34691143 0.03009823 0.99664909 0.99692237
1347.34830028 0.03148708 0.99563463 0.99590763
1347.34968912 0.03287592 0.99629700 0.99657019
1347.35107797 0.03426477 0.99555252 0.99582550
1347.35246682 0.03565362 0.99626228 0.99653545
1347.35385566 0.03704246 0.99543012 0.99570306
1347.35524451 0.03843131 0.99605308 0.99632619
1347.35663335 0.03982015 0.99591218 0.99618526
1347.35802220 0.04120900 0.99600637 0.99627948
1347.35941104 0.04259784 0.99588199 0.99615505
1347.36079989 0.04398669 0.99597072 0.99624382
1347.36635527 0.04954207 0.99574945 0.99602248
1347.36774412 0.05093092 0.99591974 0.99619282
1347.36913297 0.05231977 0.99640740 0.99668061
1347.37052181 0.05370861 0.99649730 0.99677054
1347.37191066 0.05509746 0.99609663 0.99636976
1347.37329950 0.05648630 0.99617718 0.99645033
1347.37468835 0.05787515 0.99689592 0.99716926
1347.37607719 0.05926399 0.99683750 0.99711083
1347.37746604 0.06065284 0.99720301 0.99747645
1347.37885489 0.06204169 0.99739125 0.99766473
1347.38024373 0.06343053 0.99726709 0.99754054
1347.38163258 0.06481938 0.99642065 0.99669386
1347.38302142 0.06620822 0.99736553 0.99763901
1347.39135450 0.07454130 1.00021759 1.00049185
1347.39829873 0.08148553 0.99995917 1.00023335
1347.39968757 0.08287437 0.99947769 0.99975175
1347.40107642 0.08426322 0.99990801 1.00018218
1347.40246526 0.08565206 1.00000102 1.00027521
1347.40385411 0.08704091 0.99995134 1.00022552
1347.40524295 0.08842975 1.00004160 1.00031581
1347.40663180 0.08981860 1.00021456 1.00048882
1347.40802065 0.09120745 1.00077080 1.00104521
1347.40940949 0.09259629 1.00092103 1.00119548
1347.41079834 0.09398514 0.99998395 1.00025814
1347.41218718 0.09537398 0.99990942 1.00018359
1347.41357603 0.09676283 0.99962138 0.99989547
1347.41496487 0.09815167 1.00014393 1.00041817
1347.41635372 0.09954052 1.00088231 1.00115675
1347.41774257 0.10092937 0.99917988 0.99945385
1347.41913141 0.10231821 1.00046723 1.00074155
1347.42052026 0.10370706 0.99974442 1.00001855
1347.42190910 0.10509590 0.99940938 0.99968341
1347.42329795 0.10648475 0.99838782 0.99866158
1347.42468679 0.10787359 0.99928315 0.99955715
1347.42607564 0.10926244 0.99999154 1.00026574
1347.42746449 0.11065129 0.99840752 0.99868128
1347.42885333 0.11204013 0.99970658 0.99998070
1347.43024218 0.11342898 0.99965346 0.99992756
1347.43163102 0.11481782 0.99982842 1.00010257
1347.43301987 0.11620667 1.00089711 1.00117155
1347.43440871 0.11759551 1.00028839 1.00056267
1347.43579756 0.11898436 1.00029391 1.00056819
1347.43718641 0.12037321 1.00020035 1.00047460
1347.43857525 0.12176205 1.00031004 1.00058432
1347.43996410 0.12315090 0.99966742 0.99994152
1347.44135294 0.12453974 1.00021044 1.00048469
1347.44274179 0.12592859 0.99954324 0.99981731
1347.44413063 0.12731743 1.00058528 1.00085964
1347.44551948 0.12870628 0.99972074 0.99999486
1347.44690832 0.13009512 1.00013800 1.00041224
1347.44829717 0.13148397 0.99993329 1.00020747
1347.44968602 0.13287282 0.99836713 0.99864088
1347.45107486 0.13426166 0.99981376 1.00008790
1347.45246371 0.13565051 0.99935467 0.99962869
1347.45385255 0.13703935 0.99987632 1.00015048
1347.45524140 0.13842820 1.00054926 1.00082361
1347.45801909 0.14120589 1.00051449 1.00078883
1347.45940794 0.14259474 1.00134256 1.00161712
1347.46079678 0.14398358 0.99909302 0.99936697
1347.46218563 0.14537243 1.00046390 1.00073823
1347.46496332 0.14815012 0.99831178 0.99858551
1347.46774101 0.15092781 0.99912738 0.99940134
1347.47329639 0.15648319 0.99970494 0.99997906
1347.47746293 0.16064973 0.99972983 1.00000395
1347.47885177 0.16203857 1.00021194 1.00048620
1347.48024062 0.16342742 1.00031969 1.00059398
1347.48162947 0.16481627 1.00108014 1.00135463
1347.48301831 0.16620511 1.00136789 1.00164246
1347.48579600 0.16898280 1.00083233 1.00110676
1347.48996254 0.17314934 1.00075759 1.00103199
1347.49135138 0.17453818 0.99836924 0.99864299
1347.49274023 0.17592703 0.99901370 0.99928763
1347.49412908 0.17731588 0.99921384 0.99948782
1347.49829561 0.18148241 0.99892675 0.99920066
1347.50107330 0.18426010 1.00004939 1.00032360
1347.50246215 0.18564895 1.00013786 1.00041210
1347.50385100 0.18703780 0.99866947 0.99894331
1347.50801753 0.19120433 0.99947532 0.99974937
1347.51496176 0.19814856 1.00054208 1.00081642
