# AU Mic b - todos os transitos extraidos dos setores 1 e 27
# T0_ref=1330.390510  P_ref=8.4631516  janela=+/-0.25 d  N_transitos=5  N_pontos=1739
# tempo_BTJD  dt_dias  fluxo_residual  fluxo_normalizado  epoca  setor
1347.18302762 -0.13378558 0.99969530 0.99996941 2 12018
1347.18441646 -0.13239674 1.00018212 1.00045636 2 12018
1347.19552723 -0.12128597 1.00032108 1.00059537 2 12018
1347.19691608 -0.11989712 1.00068972 1.00096411 2 12018
1347.19830492 -0.11850828 1.00027371 1.00054798 2 12018
1347.19969377 -0.11711943 1.00027590 1.00055017 2 12018
1347.20108262 -0.11573058 1.00066951 1.00094389 2 12018
1347.20247146 -0.11434174 0.99995831 1.00023249 2 12018
1347.20386031 -0.11295289 0.99985270 1.00012685 2 12018
1347.20524915 -0.11156405 1.00000179 1.00027598 2 12018
1347.20663800 -0.11017520 1.00000475 1.00027895 2 12018
1347.20802685 -0.10878635 0.99995453 1.00022872 2 12018
1347.20941569 -0.10739751 0.99985114 1.00012530 2 12018
1347.21080454 -0.10600866 1.00026044 1.00053471 2 12018
1347.21219338 -0.10461982 0.99977892 1.00005306 2 12018
1347.21358223 -0.10323097 0.99922407 0.99949805 2 12018
1347.21497108 -0.10184212 1.00007603 1.00035025 2 12018
1347.21635992 -0.10045328 0.99965218 0.99992629 2 12018
1347.21774877 -0.09906443 0.99978184 1.00005598 2 12018
1347.21913761 -0.09767559 0.99979487 1.00006901 2 12018
1347.22052646 -0.09628674 1.00022463 1.00049889 2 12018
1347.22191530 -0.09489790 0.99991474 1.00018892 2 12018
1347.22330415 -0.09350905 0.99967062 0.99994473 2 12018
1347.22469300 -0.09212020 0.99979159 1.00006573 2 12018
1347.22608184 -0.09073136 0.99923052 0.99950451 2 12018
1347.22747069 -0.08934251 0.99992861 1.00020279 2 12018
1347.22885953 -0.08795367 0.99974781 1.00002194 2 12018
1347.23024838 -0.08656482 0.99898967 0.99926359 2 12018
1347.23163723 -0.08517597 0.99994875 1.00022294 2 12018
1347.23302607 -0.08378713 0.99970592 0.99998003 2 12018
1347.23441492 -0.08239828 1.00012372 1.00039795 2 12018
1347.23580376 -0.08100944 0.99999795 1.00027215 2 12018
1347.23719261 -0.07962059 0.99953204 0.99980611 2 12018
1347.23858146 -0.07823174 1.00021481 1.00048906 2 12018
1347.23997030 -0.07684290 0.99952685 0.99980091 2 12018
1347.24135915 -0.07545405 0.99941901 0.99969305 2 12018
1347.24274799 -0.07406521 0.99997688 1.00025107 2 12018
1347.24413684 -0.07267636 0.99977872 1.00005286 2 12018
1347.24552569 -0.07128751 0.99981825 1.00009240 2 12018
1347.24691453 -0.06989867 0.99951177 0.99978583 2 12018
1347.24830338 -0.06850982 0.99869506 0.99896890 2 12018
1347.24969222 -0.06712098 0.99857752 0.99885132 2 12018
1347.25108107 -0.06573213 0.99760508 0.99787862 2 12018
1347.25246991 -0.06434329 0.99742371 0.99769721 2 12018
1347.25385876 -0.06295444 0.99717686 0.99745028 2 12018
1347.25524761 -0.06156559 0.99700654 0.99727992 2 12018
1347.25663645 -0.06017675 0.99731953 0.99759299 2 12018
1347.25802530 -0.05878790 0.99764490 0.99791845 2 12018
1347.25941414 -0.05739906 0.99836299 0.99863674 2 12018
1347.26080299 -0.05601021 0.99808696 0.99836064 2 12018
1347.26219184 -0.05462136 0.99762320 0.99789674 2 12018
1347.26358068 -0.05323252 0.99772799 0.99800157 2 12018
1347.26496953 -0.05184367 0.99772215 0.99799573 2 12018
1347.26635837 -0.05045483 0.99771983 0.99799340 2 12018
1347.26774722 -0.04906598 0.99813662 0.99841031 2 12018
1347.26913607 -0.04767713 0.99929553 0.99956953 2 12018
1347.27052491 -0.04628829 0.99895152 0.99922543 2 12018
1347.27191376 -0.04489944 0.99870439 0.99897823 2 12018
1347.27330260 -0.04351060 0.99897267 0.99924659 2 12018
1347.27469145 -0.04212175 0.99864724 0.99892107 2 12018
1347.27608030 -0.04073290 0.99850667 0.99878046 2 12018
1347.27746914 -0.03934406 0.99830751 0.99858124 2 12018
1347.27885799 -0.03795521 0.99818846 0.99846216 2 12018
1347.28024683 -0.03656637 0.99715141 0.99742483 2 12018
1347.28163568 -0.03517752 0.99762122 0.99789476 2 12018
1347.28302452 -0.03378868 0.99757199 0.99784552 2 12018
1347.28441337 -0.03239983 0.99715698 0.99743040 2 12018
1347.28580222 -0.03101098 0.99742214 0.99769564 2 12018
1347.28719106 -0.02962214 0.99747122 0.99774473 2 12018
1347.28857991 -0.02823329 0.99698057 0.99725393 2 12018
1347.28996875 -0.02684445 0.99675724 0.99703055 2 12018
1347.29135760 -0.02545560 0.99647588 0.99674911 2 12018
1347.29274645 -0.02406675 0.99639067 0.99666388 2 12018
1347.29413529 -0.02267791 0.99649136 0.99676460 2 12018
1347.29552414 -0.02128906 0.99651252 0.99678576 2 12018
1347.29691298 -0.01990022 0.99654858 0.99682183 2 12018
1347.29830183 -0.01851137 0.99564760 0.99592060 2 12018
1347.29969068 -0.01712252 0.99641141 0.99668463 2 12018
1347.30107952 -0.01573368 0.99615608 0.99642922 2 12018
1347.30246837 -0.01434483 0.99613247 0.99640561 2 12018
1347.30385721 -0.01295599 0.99625391 0.99652708 2 12018
1347.30524606 -0.01156714 0.99616879 0.99644194 2 12018
1347.30663490 -0.01017830 0.99615296 0.99642610 2 12018
1347.30802375 -0.00878945 0.99636584 0.99663904 2 12018
1347.30941260 -0.00740060 0.99627686 0.99655003 2 12018
1347.31080144 -0.00601176 0.99705293 0.99732632 2 12018
1347.31219029 -0.00462291 0.99656826 0.99684151 2 12018
1347.31357913 -0.00323407 0.99653799 0.99681124 2 12018
1347.31496798 -0.00184522 0.99612351 0.99639665 2 12018
1347.31635682 -0.00045638 0.99625902 0.99653219 2 12018
1347.31774567 0.00093247 0.99661394 0.99688721 2 12018
1347.31913452 0.00232132 0.99659068 0.99686394 2 12018
1347.32191221 0.00509901 0.99588224 0.99615530 2 12018
1347.32330105 0.00648785 0.99681670 0.99709002 2 12018
1347.32468990 0.00787670 0.99668911 0.99696240 2 12018
1347.32607875 0.00926555 0.99674796 0.99702126 2 12018
1347.32746759 0.01065439 0.99641277 0.99668598 2 12018
1347.32885644 0.01204324 0.99616925 0.99644239 2 12018
1347.33024528 0.01343208 0.99631600 0.99658918 2 12018
1347.33163413 0.01482093 0.99647029 0.99674352 2 12018
1347.33302297 0.01620977 0.99682912 0.99710245 2 12018
1347.33441182 0.01759862 0.99624185 0.99651502 2 12018
1347.33580067 0.01898747 0.99661231 0.99688558 2 12018
1347.33718951 0.02037631 0.99671703 0.99699033 2 12018
1347.33857836 0.02176516 0.99684328 0.99711661 2 12018
1347.33996720 0.02315400 0.99680297 0.99707629 2 12018
1347.34135605 0.02454285 0.99691425 0.99718760 2 12018
1347.34274490 0.02593170 0.99694365 0.99721701 2 12018
1347.34413374 0.02732054 0.99678566 0.99705898 2 12018
1347.34552259 0.02870939 0.99643801 0.99671123 2 12018
1347.34691143 0.03009823 0.99664909 0.99692237 2 12018
1347.34830028 0.03148708 0.99563463 0.99590763 2 12018
1347.34968912 0.03287592 0.99629700 0.99657019 2 12018
1347.35107797 0.03426477 0.99555252 0.99582550 2 12018
1347.35246682 0.03565362 0.99626228 0.99653545 2 12018
1347.35385566 0.03704246 0.99543012 0.99570306 2 12018
1347.35524451 0.03843131 0.99605308 0.99632619 2 12018
1347.35663335 0.03982015 0.99591218 0.99618526 2 12018
1347.35802220 0.04120900 0.99600637 0.99627948 2 12018
1347.35941104 0.04259784 0.99588199 0.99615505 2 12018
1347.36079989 0.04398669 0.99597072 0.99624382 2 12018
1347.36635527 0.04954207 0.99574945 0.99602248 2 12018
1347.36774412 0.05093092 0.99591974 0.99619282 2 12018
1347.36913297 0.05231977 0.99640740 0.99668061 2 12018
1347.37052181 0.05370861 0.99649730 0.99677054 2 12018
1347.37191066 0.05509746 0.99609663 0.99636976 2 12018
1347.37329950 0.05648630 0.99617718 0.99645033 2 12018
1347.37468835 0.05787515 0.99689592 0.99716926 2 12018
1347.37607719 0.05926399 0.99683750 0.99711083 2 12018
1347.37746604 0.06065284 0.99720301 0.99747645 2 12018
1347.37885489 0.06204169 0.99739125 0.99766473 2 12018
1347.38024373 0.06343053 0.99726709 0.99754054 2 12018
1347.38163258 0.06481938 0.99642065 0.99669386 2 12018
1347.38302142 0.06620822 0.99736553 0.99763901 2 12018
1347.39135450 0.07454130 1.00021759 1.00049185 2 12018
1347.39829873 0.08148553 0.99995917 1.00023335 2 12018
1347.39968757 0.08287437 0.99947769 0.99975175 2 12018
1347.40107642 0.08426322 0.99990801 1.00018218 2 12018
1347.40246526 0.08565206 1.00000102 1.00027521 2 12018
1347.40385411 0.08704091 0.99995134 1.00022552 2 12018
1347.40524295 0.08842975 1.00004160 1.00031581 2 12018
1347.40663180 0.08981860 1.00021456 1.00048882 2 12018
1347.40802065 0.09120745 1.00077080 1.00104521 2 12018
1347.40940949 0.09259629 1.00092103 1.00119548 2 12018
1347.41079834 0.09398514 0.99998395 1.00025814 2 12018
1347.41218718 0.09537398 0.99990942 1.00018359 2 12018
1347.41357603 0.09676283 0.99962138 0.99989547 2 12018
1347.41496487 0.09815167 1.00014393 1.00041817 2 12018
1347.41635372 0.09954052 1.00088231 1.00115675 2 12018
1347.41774257 0.10092937 0.99917988 0.99945385 2 12018
1347.41913141 0.10231821 1.00046723 1.00074155 2 12018
1347.42052026 0.10370706 0.99974442 1.00001855 2 12018
1347.42190910 0.10509590 0.99940938 0.99968341 2 12018
1347.42329795 0.10648475 0.99838782 0.99866158 2 12018
1347.42468679 0.10787359 0.99928315 0.99955715 2 12018
1347.42607564 0.10926244 0.99999154 1.00026574 2 12018
1347.42746449 0.11065129 0.99840752 0.99868128 2 12018
1347.42885333 0.11204013 0.99970658 0.99998070 2 12018
1347.43024218 0.11342898 0.99965346 0.99992756 2 12018
1347.43163102 0.11481782 0.99982842 1.00010257 2 12018
1347.43301987 0.11620667 1.00089711 1.00117155 2 12018
1347.43440871 0.11759551 1.00028839 1.00056267 2 12018
1347.43579756 0.11898436 1.00029391 1.00056819 2 12018
1347.43718641 0.12037321 1.00020035 1.00047460 2 12018
1347.43857525 0.12176205 1.00031004 1.00058432 2 12018
1347.43996410 0.12315090 0.99966742 0.99994152 2 12018
1347.44135294 0.12453974 1.00021044 1.00048469 2 12018
1347.44274179 0.12592859 0.99954324 0.99981731 2 12018
1347.44413063 0.12731743 1.00058528 1.00085964 2 12018
1347.44551948 0.12870628 0.99972074 0.99999486 2 12018
1347.44690832 0.13009512 1.00013800 1.00041224 2 12018
1347.44829717 0.13148397 0.99993329 1.00020747 2 12018
1347.44968602 0.13287282 0.99836713 0.99864088 2 12018
1347.45107486 0.13426166 0.99981376 1.00008790 2 12018
1347.45246371 0.13565051 0.99935467 0.99962869 2 12018
1347.45385255 0.13703935 0.99987632 1.00015048 2 12018
1347.45524140 0.13842820 1.00054926 1.00082361 2 12018
1347.45801909 0.14120589 1.00051449 1.00078883 2 12018
1347.45940794 0.14259474 1.00134256 1.00161712 2 12018
1347.46079678 0.14398358 0.99909302 0.99936697 2 12018
1347.46218563 0.14537243 1.00046390 1.00073823 2 12018
1347.46496332 0.14815012 0.99831178 0.99858551 2 12018
1347.46774101 0.15092781 0.99912738 0.99940134 2 12018
1347.47329639 0.15648319 0.99970494 0.99997906 2 12018
1347.47746293 0.16064973 0.99972983 1.00000395 2 12018
1347.47885177 0.16203857 1.00021194 1.00048620 2 12018
1347.48024062 0.16342742 1.00031969 1.00059398 2 12018
1347.48162947 0.16481627 1.00108014 1.00135463 2 12018
1347.48301831 0.16620511 1.00136789 1.00164246 2 12018
1347.48579600 0.16898280 1.00083233 1.00110676 2 12018
1347.48996254 0.17314934 1.00075759 1.00103199 2 12018
1347.49135138 0.17453818 0.99836924 0.99864299 2 12018
1347.49274023 0.17592703 0.99901370 0.99928763 2 12018
1347.49412908 0.17731588 0.99921384 0.99948782 2 12018
1347.49829561 0.18148241 0.99892675 0.99920066 2 12018
1347.50107330 0.18426010 1.00004939 1.00032360 2 12018
1347.50246215 0.18564895 1.00013786 1.00041210 2 12018
1347.50385100 0.18703780 0.99866947 0.99894331 2 12018
1347.50801753 0.19120433 0.99947532 0.99974937 2 12018
1347.51496176 0.19814856 1.00054208 1.00081642 2 12018
1347.51912830 0.20231510 1.00056549 1.00083984 2 12018
1347.52051714 0.20370394 0.99974350 1.00001763 2 12018
1347.52190599 0.20509279 1.00043740 1.00071172 2 12018
1347.52329483 0.20648163 0.99968471 0.99995882 2 12018
1347.52468368 0.20787048 1.00006796 1.00034218 2 12018
1347.52607252 0.20925932 1.00006045 1.00033467 2 12018
1347.52746137 0.21064817 0.99983863 1.00011279 2 12018
1347.52885022 0.21203702 0.99972338 0.99999750 2 12018
1347.53023906 0.21342586 1.00059536 1.00086972 2 12018
1347.53162791 0.21481471 0.99945808 0.99973213 2 12018
1347.53301675 0.21620355 0.99919171 0.99946569 2 12018
1347.53440560 0.21759240 0.99999625 1.00027045 2 12018
1347.53579444 0.21898124 0.99924325 0.99951724 2 12018
1347.53718329 0.22037009 1.00016332 1.00043756 2 12018
1347.53857213 0.22175893 0.99906557 0.99933951 2 12018
1347.53996098 0.22314778 0.99897342 0.99924734 2 12018
1347.54134983 0.22453663 0.99946852 0.99974257 2 12018
1347.54273867 0.22592547 0.99959876 0.99987284 2 12018
1347.54412752 0.22731432 0.99972838 1.00000250 2 12018
1347.54551636 0.22870316 0.99880641 0.99908028 2 12018
1347.54690521 0.23009201 0.99931879 0.99959280 2 12018
1347.54829405 0.23148085 0.99932014 0.99959415 2 12018
1347.54968290 0.23286970 1.00015283 1.00042707 2 12018
1347.55107174 0.23425854 1.00031292 1.00058720 2 12018
1347.55246059 0.23564739 0.99938166 0.99965569 2 12018
1347.55384944 0.23703624 1.00019723 1.00047148 2 12018
2041.04527665 -0.24996775 1.00002458 1.00005638 84 272020
2041.04666557 -0.24857883 0.99952298 0.99955477 84 272020
2041.04805450 -0.24718990 0.99973103 0.99976282 84 272020
2041.04944342 -0.24580098 1.00007307 1.00010488 84 272020
2041.05083235 -0.24441205 1.00005084 1.00008265 84 272020
2041.05222127 -0.24302313 0.99958411 0.99961589 84 272020
2041.05361019 -0.24163421 1.00004143 1.00007323 84 272020
2041.05499912 -0.24024528 0.99957796 0.99960974 84 272020
2041.05638804 -0.23885636 0.99976582 0.99979762 84 272020
2041.05777697 -0.23746743 0.99945901 0.99949080 84 272020
2041.05916589 -0.23607851 0.99931837 0.99935015 84 272020
2041.06055482 -0.23468958 0.99986312 0.99989491 84 272020
2041.06194374 -0.23330066 1.00069513 1.00072696 84 272020
2041.06333267 -0.23191173 0.99918556 0.99921734 84 272020
2041.06472159 -0.23052281 0.99930710 0.99933888 84 272020
2041.06611052 -0.22913388 0.99936539 0.99939717 84 272020
2041.06749944 -0.22774496 1.00054020 1.00057202 84 272020
2041.06888837 -0.22635603 0.99965982 0.99969161 84 272020
2041.07027729 -0.22496711 0.99975672 0.99978851 84 272020
2041.07166622 -0.22357818 0.99991368 0.99994548 84 272020
2041.07305514 -0.22218926 0.99967532 0.99970711 84 272020
2041.07444407 -0.22080033 0.99982438 0.99985617 84 272020
2041.07583299 -0.21941141 0.99994903 0.99998083 84 272020
2041.07722191 -0.21802249 1.00014857 1.00018038 84 272020
2041.07861084 -0.21663356 1.00004945 1.00008125 84 272020
2041.07999976 -0.21524464 1.00047746 1.00050927 84 272020
2041.08138869 -0.21385571 0.99973669 0.99976848 84 272020
2041.08277761 -0.21246679 0.99989467 0.99992647 84 272020
2041.08416654 -0.21107786 1.00037231 1.00040412 84 272020
2041.08555546 -0.20968894 0.99956090 0.99959269 84 272020
2041.08694439 -0.20830001 0.99991389 0.99994569 84 272020
2041.08833331 -0.20691109 0.99963822 0.99967001 84 272020
2041.08972224 -0.20552216 0.99951409 0.99954588 84 272020
2041.09111116 -0.20413324 1.00015799 1.00018980 84 272020
2041.09250009 -0.20274431 1.00033694 1.00036875 84 272020
2041.09388901 -0.20135539 1.00106999 1.00110182 84 272020
2041.09527794 -0.19996646 1.00006506 1.00009686 84 272020
2041.09666686 -0.19857754 1.00115320 1.00118504 84 272020
2041.09805579 -0.19718861 1.00081377 1.00084559 84 272020
2041.09944471 -0.19579969 1.00047844 1.00051025 84 272020
2041.10083363 -0.19441077 1.00017666 1.00020847 84 272020
2041.10222256 -0.19302184 1.00008778 1.00011959 84 272020
2041.10361148 -0.19163292 1.00022503 1.00025684 84 272020
2041.10500041 -0.19024399 1.00033003 1.00036184 84 272020
2041.10638933 -0.18885507 0.99995421 0.99998601 84 272020
2041.10777826 -0.18746614 0.99995013 0.99998193 84 272020
2041.10916718 -0.18607722 1.00068988 1.00072170 84 272020
2041.11055611 -0.18468829 1.00037806 1.00040987 84 272020
2041.11194503 -0.18329937 1.00029490 1.00032671 84 272020
2041.11333396 -0.18191044 1.00047162 1.00050344 84 272020
2041.11472288 -0.18052152 1.00026985 1.00030166 84 272020
2041.11611181 -0.17913259 1.00034621 1.00037802 84 272020
2041.11750073 -0.17774367 1.00026671 1.00029852 84 272020
2041.11888966 -0.17635474 1.00061489 1.00064671 84 272020
2041.12027858 -0.17496582 1.00004516 1.00007696 84 272020
2041.12166750 -0.17357690 1.00067906 1.00071088 84 272020
2041.12305643 -0.17218797 1.00034336 1.00037518 84 272020
2041.12444535 -0.17079905 1.00112916 1.00116100 84 272020
2041.12583428 -0.16941012 1.00072939 1.00076122 84 272020
2041.12722320 -0.16802120 1.00075617 1.00078799 84 272020
2041.12861213 -0.16663227 1.00002616 1.00005796 84 272020
2041.13000105 -0.16524335 1.00022055 1.00025236 84 272020
2041.13138998 -0.16385442 0.99997628 1.00000809 84 272020
2041.13277890 -0.16246550 1.00002561 1.00005741 84 272020
2041.13416783 -0.16107657 1.00021753 1.00024934 84 272020
2041.13555675 -0.15968765 1.00016626 1.00019806 84 272020
2041.13694568 -0.15829872 0.99978189 0.99981369 84 272020
2041.13833460 -0.15690980 1.00017087 1.00020267 84 272020
2041.13972352 -0.15552088 0.99976186 0.99979365 84 272020
2041.14111245 -0.15413195 0.99966796 0.99969975 84 272020
2041.14250137 -0.15274303 1.00018465 1.00021646 84 272020
2041.14389030 -0.15135410 1.00046368 1.00049550 84 272020
2041.14527922 -0.14996518 1.00032861 1.00036042 84 272020
2041.14666815 -0.14857625 0.99993178 0.99996358 84 272020
2041.14805707 -0.14718733 0.99952727 0.99955905 84 272020
2041.14944600 -0.14579840 1.00030424 1.00033605 84 272020
2041.15083492 -0.14440948 0.99996708 0.99999888 84 272020
2041.15222385 -0.14302055 1.00008692 1.00011872 84 272020
2041.15361277 -0.14163163 1.00008571 1.00011752 84 272020
2041.15500170 -0.14024270 1.00053127 1.00056309 84 272020
2041.15639062 -0.13885378 1.00017992 1.00021173 84 272020
2041.15777954 -0.13746486 0.99986367 0.99989547 84 272020
2041.15916847 -0.13607593 0.99931889 0.99935067 84 272020
2041.16055739 -0.13468701 0.99996300 0.99999480 84 272020
2041.16194632 -0.13329808 1.00013747 1.00016928 84 272020
2041.16333524 -0.13190916 0.99971250 0.99974429 84 272020
2041.16472417 -0.13052023 0.99984397 0.99987577 84 272020
2041.16611309 -0.12913131 1.00015010 1.00018191 84 272020
2041.16750202 -0.12774238 1.00002959 1.00006139 84 272020
2041.16889094 -0.12635346 0.99975106 0.99978286 84 272020
2041.17027987 -0.12496453 0.99947701 0.99950880 84 272020
2041.17166879 -0.12357561 0.99918577 0.99921755 84 272020
2041.17305772 -0.12218668 1.00041731 1.00044913 84 272020
2041.17444664 -0.12079776 0.99996944 1.00000124 84 272020
2041.17583556 -0.11940884 0.99900635 0.99903812 84 272020
2041.17722449 -0.11801991 0.99928984 0.99932161 84 272020
2041.17861341 -0.11663099 0.99956173 0.99959352 84 272020
2041.18000234 -0.11524206 0.99986717 0.99989896 84 272020
2041.18139126 -0.11385314 0.99946753 0.99949932 84 272020
2041.18278019 -0.11246421 0.99981591 0.99984770 84 272020
2041.18416911 -0.11107529 0.99970290 0.99973469 84 272020
2041.18555804 -0.10968636 1.00016408 1.00019588 84 272020
2041.18694696 -0.10829744 0.99964274 0.99967453 84 272020
2041.18833589 -0.10690851 0.99990516 0.99993696 84 272020
2041.18972481 -0.10551959 0.99948801 0.99951980 84 272020
2041.19111373 -0.10413067 0.99985570 0.99988749 84 272020
2041.19250266 -0.10274174 0.99936311 0.99939489 84 272020
2041.19389158 -0.10135282 0.99949674 0.99952853 84 272020
2041.19528051 -0.09996389 0.99932351 0.99935529 84 272020
2041.19666943 -0.09857497 0.99944316 0.99947494 84 272020
2041.19805836 -0.09718604 0.99993030 0.99996210 84 272020
2041.19944728 -0.09579712 0.99984084 0.99987264 84 272020
2041.20083621 -0.09440819 0.99950399 0.99953578 84 272020
2041.20222513 -0.09301927 0.99961523 0.99964702 84 272020
2041.20361405 -0.09163035 0.99949991 0.99953169 84 272020
2041.20500298 -0.09024142 0.99967326 0.99970505 84 272020
2041.20639190 -0.08885250 0.99967009 0.99970189 84 272020
2041.20778083 -0.08746357 0.99940447 0.99943626 84 272020
2041.20916975 -0.08607465 0.99965121 0.99968300 84 272020
2041.21055868 -0.08468572 0.99885709 0.99888886 84 272020
2041.21194760 -0.08329680 0.99932212 0.99935390 84 272020
2041.21333653 -0.08190787 0.99856216 0.99859392 84 272020
2041.21472545 -0.08051895 0.99798938 0.99802112 84 272020
2041.21611438 -0.07913002 0.99820762 0.99823937 84 272020
2041.21750330 -0.07774110 0.99794093 0.99797266 84 272020
2041.21889222 -0.07635218 0.99764900 0.99768073 84 272020
2041.22028115 -0.07496325 0.99703309 0.99706480 84 272020
2041.22167007 -0.07357433 0.99764374 0.99767547 84 272020
2041.22305900 -0.07218540 0.99693849 0.99697020 84 272020
2041.22444792 -0.07079648 0.99693106 0.99696277 84 272020
2041.22583685 -0.06940755 0.99726712 0.99729883 84 272020
2041.22722577 -0.06801863 0.99752903 0.99756075 84 272020
2041.22861470 -0.06662970 0.99641271 0.99644440 84 272020
2041.23000362 -0.06524078 0.99636317 0.99639485 84 272020
2041.23139254 -0.06385186 0.99670555 0.99673725 84 272020
2041.23278147 -0.06246293 0.99648270 0.99651439 84 272020
2041.23417039 -0.06107401 0.99638134 0.99641303 84 272020
2041.23555932 -0.05968508 0.99644648 0.99647817 84 272020
2041.23694824 -0.05829616 0.99719945 0.99723116 84 272020
2041.23833717 -0.05690723 0.99717259 0.99720430 84 272020
2041.23972609 -0.05551831 0.99700007 0.99703178 84 272020
2041.24111502 -0.05412938 0.99730613 0.99733784 84 272020
2041.24250394 -0.05274046 0.99674131 0.99677301 84 272020
2041.24389287 -0.05135153 0.99661864 0.99665033 84 272020
2041.24528179 -0.04996261 0.99692969 0.99696139 84 272020
2041.24667071 -0.04857369 0.99627788 0.99630957 84 272020
2041.24805964 -0.04718476 0.99681451 0.99684621 84 272020
2041.24944856 -0.04579584 0.99635493 0.99638661 84 272020
2041.25083749 -0.04440691 0.99640550 0.99643719 84 272020
2041.25222641 -0.04301799 0.99627779 0.99630947 84 272020
2041.25361534 -0.04162906 0.99627497 0.99630665 84 272020
2041.25500426 -0.04024014 0.99614414 0.99617582 84 272020
2041.25639319 -0.03885121 0.99696327 0.99699498 84 272020
2041.25778211 -0.03746229 0.99674729 0.99677898 84 272020
2041.25917103 -0.03607337 0.99709710 0.99712881 84 272020
2041.26055996 -0.03468444 0.99707412 0.99710583 84 272020
2041.26194888 -0.03329552 0.99696890 0.99700061 84 272020
2041.26333781 -0.03190659 0.99664993 0.99668163 84 272020
2041.26472673 -0.03051767 0.99660093 0.99663263 84 272020
2041.26611566 -0.02912874 0.99611806 0.99614973 84 272020
2041.26750458 -0.02773982 0.99712870 0.99716041 84 272020
2041.26889351 -0.02635089 0.99689293 0.99692463 84 272020
2041.27028243 -0.02496197 0.99702852 0.99706022 84 272020
2041.27167135 -0.02357305 0.99730692 0.99733863 84 272020
2041.27306028 -0.02218412 0.99675513 0.99678683 84 272020
2041.27444920 -0.02079520 0.99734416 0.99737587 84 272020
2041.27583813 -0.01940627 0.99711203 0.99714374 84 272020
2041.27722705 -0.01801735 0.99704752 0.99707923 84 272020
2041.27861598 -0.01662842 0.99670374 0.99673544 84 272020
2041.28000490 -0.01523950 0.99666999 0.99670168 84 272020
2041.28139383 -0.01385057 0.99649989 0.99653158 84 272020
2041.28278275 -0.01246165 0.99683872 0.99687043 84 272020
2041.28417167 -0.01107273 0.99684000 0.99687170 84 272020
2041.28556060 -0.00968380 0.99674671 0.99677841 84 272020
2041.28694952 -0.00829488 0.99701422 0.99704593 84 272020
2041.28833845 -0.00690595 0.99678494 0.99681663 84 272020
2041.28972737 -0.00551703 0.99669027 0.99672196 84 272020
2041.29111630 -0.00412810 0.99634008 0.99637176 84 272020
2041.29250522 -0.00273918 0.99618208 0.99621376 84 272020
2041.29389414 -0.00135026 0.99661453 0.99664622 84 272020
2041.29528307 0.00003867 0.99697881 0.99701052 84 272020
2041.29667199 0.00142759 0.99666171 0.99669341 84 272020
2041.29806092 0.00281652 0.99619851 0.99623019 84 272020
2041.29944984 0.00420544 0.99655867 0.99659036 84 272020
2041.30083877 0.00559437 0.99755177 0.99758349 84 272020
2041.30222769 0.00698329 0.99682394 0.99685564 84 272020
2041.30361662 0.00837222 0.99674727 0.99677897 84 272020
2041.30500554 0.00976114 0.99658980 0.99662149 84 272020
2041.30639446 0.01115006 0.99668226 0.99671396 84 272020
2041.30778339 0.01253899 0.99659857 0.99663026 84 272020
2041.30917231 0.01392791 0.99654684 0.99657853 84 272020
2041.31056124 0.01531684 0.99702590 0.99705761 84 272020
2041.31195016 0.01670576 0.99630974 0.99634142 84 272020
2041.31333909 0.01809469 0.99704687 0.99707858 84 272020
2041.31472801 0.01948361 0.99649858 0.99653027 84 272020
2041.31611694 0.02087254 0.99716413 0.99719584 84 272020
2041.31750586 0.02226146 0.99726604 0.99729776 84 272020
2041.31889478 0.02365038 0.99747336 0.99750508 84 272020
2041.32028371 0.02503931 0.99703207 0.99706378 84 272020
2041.32167263 0.02642823 0.99684165 0.99687335 84 272020
2041.32306156 0.02781716 0.99681026 0.99684196 84 272020
2041.32445048 0.02920608 0.99669255 0.99672424 84 272020
2041.32583941 0.03059501 0.99619715 0.99622883 84 272020
2041.32722833 0.03198393 0.99659203 0.99662372 84 272020
2041.32861725 0.03337285 0.99654348 0.99657517 84 272020
2041.33000618 0.03476178 0.99703114 0.99706284 84 272020
2041.33139510 0.03615070 0.99687705 0.99690876 84 272020
2041.33278403 0.03753963 0.99697533 0.99700703 84 272020
2041.33417295 0.03892855 0.99677558 0.99680728 84 272020
2041.33556188 0.04031748 0.99667627 0.99670797 84 272020
2041.33695080 0.04170640 0.99701846 0.99705017 84 272020
2041.33833972 0.04309532 0.99671868 0.99675037 84 272020
2041.33972865 0.04448425 0.99705932 0.99709103 84 272020
2041.34111757 0.04587317 0.99752790 0.99755963 84 272020
2041.34250650 0.04726210 0.99738659 0.99741831 84 272020
2041.34389542 0.04865102 0.99773278 0.99776451 84 272020
2041.34528435 0.05003995 0.99777480 0.99780653 84 272020
2041.34667327 0.05142887 0.99820304 0.99823478 84 272020
2041.34806219 0.05281779 0.99804204 0.99807378 84 272020
2041.34945112 0.05420672 0.99848200 0.99851375 84 272020
2041.35084004 0.05559564 0.99902741 0.99905918 84 272020
2041.35222897 0.05698457 0.99924865 0.99928042 84 272020
2041.35361789 0.05837349 0.99996051 0.99999231 84 272020
2041.35500682 0.05976242 0.99990509 0.99993689 84 272020
2041.35639574 0.06115134 1.00041214 1.00044396 84 272020
2041.35778466 0.06254026 1.00001415 1.00004595 84 272020
2041.35917359 0.06392919 0.99973703 0.99976882 84 272020
