# AU Mic b | epoca=0 | Setor 1  (2018) | Tc=1330.390510 | T0=1330.390510 | P=8.4631516
# tempo_BTJD  dt_dias  fluxo_residual  fluxo_normalizado
1330.14166539 -0.24884461 1.00056385 1.00059835
1330.14305427 -0.24745573 1.00060234 1.00063684
1330.14444315 -0.24606685 1.00071523 1.00074975
1330.14583203 -0.24467797 0.99959761 0.99963208
1330.14722092 -0.24328908 0.99976493 0.99979941
1330.14860980 -0.24190020 0.99998917 1.00002365
1330.14999868 -0.24051132 1.00045398 1.00048848
1330.15138756 -0.23912244 1.00029909 1.00033359
1330.15277644 -0.23773356 1.00002094 1.00005543
1330.15416532 -0.23634468 1.00005271 1.00008720
1330.15555421 -0.23495579 1.00024769 1.00028218
1330.15694309 -0.23356691 0.99991042 0.99994490
1330.15833197 -0.23217803 0.99969533 0.99972980
1330.15972085 -0.23078915 1.00015347 1.00018796
1330.16110973 -0.22940027 0.99989443 0.99992891
1330.16249861 -0.22801139 1.00025900 1.00029350
1330.16388750 -0.22662250 1.00062554 1.00066005
1330.16527638 -0.22523362 0.99946617 0.99950063
1330.16666526 -0.22384474 1.00001288 1.00004737
1330.16805414 -0.22245586 0.99996755 1.00000203
1330.16944302 -0.22106698 1.00019631 1.00023081
1330.17083190 -0.21967810 0.99983529 0.99986977
1330.17222078 -0.21828922 0.99991228 0.99994677
1330.17360967 -0.21690033 0.99980430 0.99983878
1330.17499855 -0.21551145 0.99983382 0.99986830
1330.17638743 -0.21412257 0.99977767 0.99981215
1330.17777631 -0.21273369 0.99950946 0.99954393
1330.17916519 -0.21134481 1.00010255 1.00013704
1330.18055407 -0.20995593 0.99980098 0.99983546
1330.18194296 -0.20856704 1.00004369 1.00007818
1330.18333184 -0.20717816 0.99922509 0.99925955
1330.18472072 -0.20578928 0.99977065 0.99980513
1330.18610960 -0.20440040 0.99993432 0.99996880
1330.18749848 -0.20301152 1.00009107 1.00012556
1330.18888736 -0.20162264 0.99925258 0.99928704
1330.19027625 -0.20023375 0.99983581 0.99987029
1330.19166513 -0.19884487 1.00004496 1.00007944
1330.19305401 -0.19745599 0.99920239 0.99923685
1330.19444289 -0.19606711 1.00019086 1.00022535
1330.19583177 -0.19467823 0.99950710 0.99954157
1330.19722065 -0.19328935 1.00018564 1.00022014
1330.19860953 -0.19190047 0.99947194 0.99950641
1330.19999842 -0.19051158 0.99978354 0.99981802
1330.20138730 -0.18912270 0.99987182 0.99990630
1330.20277618 -0.18773382 0.99989251 0.99992699
1330.20416506 -0.18634494 0.99954989 0.99958436
1330.20555394 -0.18495606 1.00004684 1.00008132
1330.20694282 -0.18356718 0.99974685 0.99978133
1330.20833171 -0.18217829 0.99981946 0.99985394
1330.20972059 -0.18078941 1.00024169 1.00027619
1330.21110947 -0.17940053 0.99975352 0.99978800
1330.21249835 -0.17801165 1.00027916 1.00031366
1330.21388723 -0.17662277 0.99996008 0.99999456
1330.21527611 -0.17523389 1.00039015 1.00042465
1330.21666500 -0.17384500 0.99988454 0.99991902
1330.21805388 -0.17245612 1.00013652 1.00017102
1330.21944276 -0.17106724 1.00019768 1.00023217
1330.22083164 -0.16967836 1.00038693 1.00042143
1330.22222052 -0.16828948 1.00043801 1.00047251
1330.22360940 -0.16690060 1.00014073 1.00017523
1330.22499828 -0.16551172 1.00030105 1.00033555
1330.22638717 -0.16412283 1.00053283 1.00056733
1330.22777605 -0.16273395 1.00008803 1.00012252
1330.22916493 -0.16134507 1.00004184 1.00007633
1330.23055381 -0.15995619 0.99958721 0.99962169
1330.23194269 -0.15856731 1.00068333 1.00071784
1330.23333157 -0.15717843 0.99888865 0.99892309
1330.23472046 -0.15578954 1.00071797 1.00075248
1330.23610934 -0.15440066 0.99925030 0.99928476
1330.23749822 -0.15301178 0.99944972 0.99948418
1330.23888710 -0.15162290 0.99963778 0.99967225
1330.24027598 -0.15023402 1.00039384 1.00042834
1330.24166486 -0.14884514 0.99996915 1.00000364
1330.24305374 -0.14745626 0.99985357 0.99988806
1330.24444263 -0.14606737 1.00081089 1.00084541
1330.24583151 -0.14467849 1.00000894 1.00004343
1330.24722039 -0.14328961 0.99944856 0.99948303
1330.24860927 -0.14190073 1.00037862 1.00041312
1330.24999815 -0.14051185 0.99980946 0.99984394
1330.25138703 -0.13912297 0.99950604 0.99954051
1330.25277592 -0.13773408 0.99943037 0.99946483
1330.25416480 -0.13634520 1.00043425 1.00046875
1330.25555368 -0.13495632 0.99994645 0.99998093
1330.25694256 -0.13356744 0.99991700 0.99995149
1330.25833144 -0.13217856 1.00003108 1.00006557
1330.25972032 -0.13078968 0.99965517 0.99968965
1330.26110920 -0.12940080 1.00014268 1.00017718
1330.26249809 -0.12801191 0.99966124 0.99969572
1330.26388697 -0.12662303 0.99993192 0.99996641
1330.26527585 -0.12523415 0.99964696 0.99968143
1330.26666473 -0.12384527 0.99970358 0.99973806
1330.26805361 -0.12245639 1.00009860 1.00013309
1330.26944249 -0.12106751 1.00006906 1.00010355
1330.27083137 -0.11967863 1.00015100 1.00018549
1330.27222026 -0.11828974 0.99987142 0.99990590
1330.27360914 -0.11690086 1.00031908 1.00035358
1330.27499802 -0.11551198 0.99983727 0.99987175
1330.27638690 -0.11412310 0.99934449 0.99937895
1330.27777578 -0.11273422 0.99979502 0.99982950
1330.27916466 -0.11134534 0.99995977 0.99999425
1330.28055355 -0.10995645 0.99994831 0.99998280
1330.28194243 -0.10856757 0.99976197 0.99979645
1330.28333131 -0.10717869 1.00002887 1.00006335
1330.28472019 -0.10578981 0.99970954 0.99974402
1330.28610907 -0.10440093 1.00004609 1.00008058
1330.28749795 -0.10301205 0.99915977 0.99919423
1330.28888683 -0.10162317 1.00004555 1.00008004
1330.29027571 -0.10023429 1.00000717 1.00004166
1330.29166460 -0.09884540 0.99912345 0.99915791
1330.29305348 -0.09745652 0.99983038 0.99986486
1330.29444236 -0.09606764 0.99996375 0.99999824
1330.29583124 -0.09467876 0.99966857 0.99970305
1330.29722012 -0.09328988 0.99974782 0.99978230
1330.29860900 -0.09190100 0.99964918 0.99968366
1330.29999789 -0.09051211 0.99984617 0.99988065
1330.30138677 -0.08912323 0.99977755 0.99981203
1330.30277565 -0.08773435 0.99949142 0.99952589
1330.30416453 -0.08634547 0.99924572 0.99928018
1330.30555341 -0.08495659 0.99986065 0.99989513
1330.30694229 -0.08356771 0.99953720 0.99957167
1330.30833117 -0.08217883 0.99960334 0.99963781
1330.30972006 -0.08078994 0.99954226 0.99957673
1330.31110894 -0.07940106 1.00024313 1.00027762
1330.31249782 -0.07801218 1.00005908 1.00009357
1330.31388670 -0.07662330 0.99963196 0.99966643
1330.31527558 -0.07523442 1.00015081 1.00018530
1330.31666446 -0.07384554 0.99966551 0.99969998
1330.31805334 -0.07245666 0.99990061 0.99993509
1330.31944223 -0.07106777 0.99973406 0.99976854
1330.32083111 -0.06967889 0.99886126 0.99889571
1330.32221999 -0.06829001 0.99834187 0.99837630
1330.32360887 -0.06690113 0.99764199 0.99767639
1330.32499775 -0.06551225 0.99756493 0.99759934
1330.32638663 -0.06412337 0.99654208 0.99657645
1330.32777551 -0.06273449 0.99778377 0.99781818
1330.32916440 -0.06134560 0.99642323 0.99645759
1330.33055328 -0.05995672 0.99676155 0.99679592
1330.33194216 -0.05856784 0.99726656 0.99730095
1330.33333104 -0.05717896 0.99688304 0.99691742
1330.33471992 -0.05579008 0.99634865 0.99638301
1330.33610880 -0.05440120 0.99697063 0.99700502
1330.33749768 -0.05301232 0.99653454 0.99656891
1330.33888656 -0.05162344 0.99677284 0.99680721
1330.34027545 -0.05023455 0.99713650 0.99717089
1330.34166433 -0.04884567 0.99735154 0.99738594
1330.35277538 -0.03773462 0.99685349 0.99688786
1330.35416426 -0.03634574 0.99717361 0.99720799
1330.35555314 -0.03495686 0.99681644 0.99685081
1330.35694202 -0.03356798 0.99662487 0.99665924
1330.35833090 -0.03217910 0.99709824 0.99713263
1330.35971979 -0.03079021 0.99665756 0.99669193
1330.36110867 -0.02940133 0.99692794 0.99696232
1330.36249755 -0.02801245 0.99656658 0.99660094
1330.36388643 -0.02662357 0.99691879 0.99695317
1330.36527531 -0.02523469 0.99656050 0.99659487
1330.36666419 -0.02384581 0.99641545 0.99644981
1330.36805307 -0.02245693 0.99600124 0.99603558
1330.36944196 -0.02106804 0.99675629 0.99679066
1330.37083084 -0.01967916 0.99720213 0.99723652
1330.37221972 -0.01829028 0.99745412 0.99748852
1330.37360860 -0.01690140 0.99742998 0.99746438
1330.37499748 -0.01551252 0.99730432 0.99733871
1330.37638636 -0.01412364 0.99713679 0.99717117
1330.37777524 -0.01273476 0.99759058 0.99762498
1330.37916412 -0.01134588 0.99745431 0.99748871
1330.38055301 -0.00995699 0.99752907 0.99756347
1330.38194189 -0.00856811 0.99696947 0.99700386
1330.38333077 -0.00717923 0.99709845 0.99713284
1330.38471965 -0.00579035 0.99727139 0.99730578
1330.38610853 -0.00440147 0.99669982 0.99673419
1330.38749741 -0.00301259 0.99650176 0.99653613
1330.38888629 -0.00162371 0.99682728 0.99686165
1330.39027517 -0.00023483 0.99665219 0.99668656
1330.39166406 0.00115406 0.99676704 0.99680141
1330.39305294 0.00254294 0.99679049 0.99682487
1330.39444182 0.00393182 0.99664104 0.99667541
1330.39583070 0.00532070 0.99617693 0.99621129
1330.39721958 0.00670958 0.99649719 0.99653156
1330.39860846 0.00809846 0.99681875 0.99685313
1330.39999734 0.00948734 0.99592622 0.99596056
1330.40138623 0.01087623 0.99640427 0.99643864
1330.40277511 0.01226511 0.99638237 0.99641673
1330.40416399 0.01365399 0.99660728 0.99664165
1330.40555287 0.01504287 0.99695280 0.99698718
1330.40694175 0.01643175 0.99693843 0.99697281
1330.40833063 0.01782063 0.99728869 0.99732308
1330.40971951 0.01920951 0.99754289 0.99757730
1330.41110839 0.02059839 0.99714808 0.99718247
1330.41249728 0.02198728 0.99709981 0.99713419
1330.41388616 0.02337616 0.99682800 0.99686238
1330.41527504 0.02476504 0.99652789 0.99656226
1330.41666392 0.02615392 0.99609891 0.99613326
1330.41805280 0.02754280 0.99640819 0.99644255
1330.41944168 0.02893168 0.99616386 0.99619822
1330.42083056 0.03032056 0.99680200 0.99683638
1330.42221944 0.03170944 0.99599379 0.99602813
1330.42360833 0.03309833 0.99641516 0.99644953
1330.42499721 0.03448721 0.99675922 0.99679360
1330.42638609 0.03587609 0.99700282 0.99703721
1330.42777497 0.03726497 0.99676608 0.99680045
1330.42916385 0.03865385 0.99644075 0.99647511
1330.43055273 0.04004273 0.99758462 0.99761902
1330.43194161 0.04143161 0.99684107 0.99687545
1330.43333049 0.04282049 0.99713143 0.99716582
1330.43471938 0.04420938 0.99687356 0.99690794
1330.43610826 0.04559826 0.99752447 0.99755887
1330.43749714 0.04698714 0.99774932 0.99778373
1330.43888602 0.04837602 0.99693705 0.99697143
1330.44027490 0.04976490 0.99722930 0.99726369
1330.44166378 0.05115378 0.99713144 0.99716583
1330.44305266 0.05254266 0.99722726 0.99726165
1330.44444154 0.05393154 0.99754570 0.99758010
