# tempo_BTJD  fluxo
3887.08873908  0.99973160
3887.09012797  0.99973035
3887.09151685  0.99920195
3887.09290573  0.99919200
3887.09429462  0.99927980
3887.09568350  0.99932063
3887.09707239  1.00034201
3887.09846127  0.99930167
3887.09985015  0.99913013
3887.10123904  1.00032163
3887.10262792  0.99992806
3887.10401681  1.00002074
3887.10540569  1.00083160
3887.10679457  1.00151360
3887.10818346  0.99958783
3887.10957234  1.00026703
3887.11096123  1.00007439
3887.11235011  1.00057757
3887.11373899  1.00018644
3887.11512788  1.00032389
3887.11651676  1.00016701
3887.11790564  1.00063622
3887.11929453  1.00012827
3887.12068341  1.00099885
3887.12207230  1.00014782
3887.12346118  1.00075650
3887.12485006  1.00097120
3887.12623895  1.00177073
3887.12762783  1.00056601
3887.12901672  1.00039482
3887.13040560  1.00143266
3887.13179448  1.00143361
3887.13318337  1.00292146
3887.13457225  1.00173366
3887.13596113  1.00165665
3887.13735002  1.00194287
3887.13873890  1.00241816
3887.14012779  1.00163889
3887.14151667  1.00265431
3887.14290555  1.00188184
3887.14429444  1.00168467
3887.14568332  1.00222957
3887.14707220  1.00203383
3887.14846109  1.00302446
3887.14984997  1.00273442
3887.15123886  1.00158489
3887.15262774  1.00202012
3887.15401662  1.00230074
3887.15540551  1.00263798
3887.15679439  1.00229359
3887.15818327  1.00291324
3887.15957216  1.00263977
3887.16096104  1.00288522
3887.16234993  1.00286031
3887.16373881  1.00332987
3887.16512769  1.00369704
3887.16651658  1.00300837
3887.16790546  1.00292969
3887.16929434  1.00290382
3887.17068323  1.00347424
3887.17207211  1.00298667
3887.17346099  1.00282419
3887.17484988  1.00293911
3887.17623876  1.00311100
3887.17762765  1.00298500
3887.17901653  1.00351012
3887.18040541  1.00323963
3887.18179430  1.00344932
3887.18318318  1.00336599
3887.18457206  1.00371480
3887.18596095  1.00294602
3887.18734983  1.00391948
3887.18873872  1.00355649
3887.19012760  1.00377464
3887.19151648  1.00307930
3887.19290537  1.00303447
3887.19429425  1.00324106
3887.19568313  1.00409663
3887.19707202  1.00344896
3887.19846090  1.00314653
3887.19984978  1.00357509
3887.20123867  1.00333917
3887.20262755  1.00384021
3887.20401643  1.00346851
3887.20540532  1.00374079
3887.20679420  1.00406504
3887.20818309  1.00417185
3887.20957197  1.00461483
3887.21096085  1.00403547
3887.21234974  1.00425386
3887.21373862  1.00399923
3887.21512750  1.00433302
3887.21651639  1.00394964
3887.21790527  1.00433207
3887.21929415  1.00463116
3887.22068304  1.00398743
3887.22207192  1.00453830
3887.22346080  1.00473475
3887.22484969  1.00432026
3887.22623857  1.00415635
3887.22762745  1.00453746
3887.22901634  1.00488806
3887.23040522  1.00503552
3887.23179410  1.00545633
3887.23318299  1.00451779
3887.23457187  1.00524879
3887.23596075  1.00527275
3887.23734964  1.00525725
3887.23873852  1.00477004
3887.24012741  1.00522995
3887.24151629  1.00540102
3887.24290517  1.00483549
3887.24429406  1.00498056
3887.24568294  1.00526619
3887.24707182  1.00548208
3887.24846071  1.00562871
3887.24984959  1.00551355
3887.25123847  1.00520229
3887.25262736  1.00545955
3887.25401624  1.00580943
3887.25540512  1.00618207
3887.25679401  1.00553691
3887.25818289  1.00555706
3887.25957177  1.00650322
3887.26096066  1.00577736
3887.26234954  1.00595748
3887.26373842  1.00777149
3887.26651619  1.00956726
3887.26790507  1.00958657
3887.26929396  1.00946939
3887.27068284  1.00811815
3887.27207172  1.00721884
3887.27346061  1.00780714
3887.27484949  1.00671542
3887.27623837  1.00709796
3887.27762726  1.00806534
3887.27901614  1.00736296
3887.28040502  1.00733459
3887.28179391  1.00699377
3887.28318279  1.00757325
3887.28457167  1.00670326
3887.28596056  1.00794375
3887.28734944  1.00677264
3887.28873832  1.00807488
3887.29012721  1.00731313
3887.29151609  1.00681663
3887.29290497  1.00698650
3887.29429385  1.00723422
3887.29568274  1.00853050
3887.29707162  1.00783408
3887.29846050  1.00748682
3887.29984939  1.00735962
3887.30123827  1.00771821
3887.30262715  1.00723660
3887.30401604  1.00718570
3887.30540492  1.00754511
3887.30679380  1.00794792
3887.30818269  1.00808346
3887.30957157  1.00811350
3887.31096045  1.00781941
3887.31234934  1.00758624
3887.31373822  1.00779831
3887.31512710  1.00825000
3887.31651599  1.00770366
3887.31790487  1.00788867
3887.31929375  1.00837958
3887.32068264  1.00853324
3887.32207152  1.00839019
3887.32346040  1.00867712
3887.32484928  1.00880992
3887.32623817  1.00852168
3887.32762705  1.00856388
3887.32901593  1.00843716
3887.33040482  1.00911593
3887.33179370  1.00818324
3887.33318258  1.00913501
3887.33457147  1.00917649
3887.33596035  1.00931060
3887.33734923  1.00966835
3887.33873812  1.00923157
3887.34012700  1.00926793
3887.34151588  1.00998664
3887.34290477  1.00968313
3887.34429365  1.00901139
3887.34568253  1.00893795
3887.34707141  1.00941837
3887.34846030  1.00956881
3887.34984918  1.00905621
3887.35123806  1.01025164
3887.35262695  1.00991619
3887.35401583  1.00968242
3887.35540471  1.00997734
3887.35679360  1.01014709
3887.35818248  1.00959051
3887.35957136  1.01051426
3887.36096024  1.01083410
3887.36234913  1.01032639
3887.36373801  1.01019073
3887.36512689  1.00979090
3887.36651578  1.01056039
3887.36790466  1.01082480
3887.36929354  1.01030815
3887.37068243  1.01069403
3887.37207131  1.01067197
3887.37346019  1.01059806
3887.37484907  1.01119816
3887.37623796  1.01232672
3887.37762684  1.01143765
3887.37901572  1.01170516
3887.38040461  1.01208448
3887.38179349  1.01306403
3887.38318237  1.01268053
3887.38457125  1.01231503
3887.38596014  1.01241040
3887.38734902  1.01246667
3887.38873790  1.01241887
3887.39012679  1.01234770
3887.39151567  1.01159656
3887.39290455  1.01159644
3887.39429343  1.01182663
3887.39568232  1.01276803
3887.39707120  1.01213813
3887.39846008  1.01214552
3887.39984897  1.01232255
3887.40123785  1.01240385
3887.40262673  1.01283967
3887.40401561  1.01282644
3887.40540450  1.01302457
3887.40679338  1.01196623
3887.40818226  1.01339376
3887.40957115  1.01268363
3887.41096003  1.01234496
3887.41234891  1.01259232
3887.41373779  1.01317680
3887.41512668  1.01289594
3887.41651556  1.01269090
3887.41790444  1.01340675
3887.41929333  1.01293945
3887.42068221  1.01335406
3887.42207109  1.01351702
3887.42345997  1.01288700
3887.42484886  1.01332879
3887.42623774  1.01335526
3887.42762662  1.01360965
3887.42901551  1.01388192
3887.43040439  1.01324928
3887.43179327  1.01378560
3887.43318215  1.01338959
3887.43457104  1.01366484
3887.43595992  1.01413846
3887.43734880  1.01396072
3887.43873768  1.01420200
3887.44012657  1.01416862
3887.44151545  1.01420963
3887.44290433  1.01431119
3887.44429322  1.01507139
3887.44568210  1.01505589
3887.44707098  1.01429307
3887.44845986  1.01466727
3887.44984875  1.01491785
3887.45123763  1.01556301
3887.45262651  1.01553452
3887.45401539  1.01498854
3887.45540428  1.01480961
3887.45679316  1.01489580
3887.45818204  1.01579356
3887.45957092  1.01560748
3887.46095981  1.01544547
3887.46234869  1.01478648
3887.46373757  1.01522458
3887.46512646  1.01550937
3887.46651534  1.01560462
3887.46790422  1.01555479
3887.46929310  1.01637924
3887.47068199  1.01652539
3887.47207087  1.01555920
3887.47345975  1.01612866
3887.47484863  1.01596212
3887.47623752  1.01641428
3887.47762640  1.01644242
3887.47901528  1.01670718
3887.48040416  1.01675403
3887.48179305  1.01617420
3887.48318193  1.01691818
3887.48457081  1.01640403
3887.48595969  1.01618338
3887.48734858  1.01621962
3887.48873746  1.01686513
3887.49012634  1.01644075
3887.49151522  1.01698279
3887.49290411  1.01680708
3887.49429299  1.01691818
3887.49568187  1.01650941
3887.49707075  1.01762497
3887.49845964  1.01707649
3887.49984852  1.01711214
3887.50123740  1.01733780
3887.50262628  1.01677310
3887.50401517  1.01698446
3887.50540405  1.01764607
3887.50679293  1.01701677
3887.50818181  1.01718295
3887.50957070  1.01697516
3887.51095958  1.01723075
3887.51234846  1.01797509
3887.51373734  1.01681471
3887.51512623  1.01779640
3887.51651511  1.01781297
3887.51790399  1.01698172
3887.51929287  1.01791418
3887.52068176  1.01761544
3887.52207064  1.01747179
3887.52345952  1.01841509
3887.52484840  1.01891172
3887.52623729  1.01873183
3887.52762617  1.01830721
3887.52901505  1.01858890
3887.53040393  1.01917636
3887.53179282  1.01913297
3887.53318170  1.01847363
3887.53457058  1.01751816
3887.53595946  1.01904416
3887.53734835  1.01865089
3887.53873723  1.01940143
3887.54012611  1.01905930
3887.54151499  1.01982725
3887.54290387  1.01963592
3887.54429276  1.02028048
3887.54568164  1.01974154
3887.54707052  1.01977301
3887.54845940  1.01978123
3887.54984829  1.01930749
3887.55123717  1.01986694
3887.55262605  1.01951718
3887.55401493  1.02015316
3887.55540382  1.02010918
3887.55679270  1.01958966
3887.55818158  1.02041423
3887.55957046  1.02004993
3887.56095935  1.01948631
3887.56234823  1.02044797
3887.56373711  1.02063298
3887.56512599  1.02013087
3887.56651487  1.02110696
3887.56790376  1.02072179
3887.56929264  1.02030373
3887.57068152  1.02095199
3887.57207040  1.02012217
3887.57345929  1.02084541
3887.57484817  1.02113473
3887.57623705  1.02067995
3887.57762593  1.02142084
3887.57901481  1.02090085
3887.58040370  1.02083266
3887.58179258  1.02103198
3887.58318146  1.02125394
3887.58457034  1.02152967
3887.58595923  1.02158070
3887.58734811  1.02158928
3887.58873699  1.02185881
3887.59012587  1.02191210
3887.59151475  1.02239561
3887.59290364  1.02160883
3887.59429252  1.02185857
3887.59568140  1.02181649
3887.59707028  1.02258742
3887.59845917  1.02197266
3887.59984805  1.02236056
3887.60123693  1.02235258
3887.60262581  1.02175772
3887.60401469  1.02277935
3887.60540358  1.02244210
3887.60679246  1.02246070
3887.60818134  1.02412271
3887.60957022  1.02428257
3887.61095910  1.02425098
3887.61234799  1.02446294
3887.61373687  1.02431369
3887.61512575  1.02359986
3887.61651463  1.02428222
3887.61790351  1.02398968
3887.61929240  1.02412522
3887.62068128  1.02358210
3887.62207016  1.02395844
3887.62345904  1.02341020
3887.62484793  1.02360308
3887.62623681  1.02381277
3887.62762569  1.02425563
3887.62901457  1.02393878
3887.63040345  1.02393794
3887.63179234  1.02429211
3887.63318122  1.02490401
3887.63457010  1.02392030
3887.63595898  1.02515841
3887.63734786  1.02458274
3887.63873675  1.02477562
3887.64012563  1.02458858
3887.64151451  1.02457106
3887.64290339  1.02542448
3887.64429227  1.02536333
3887.64568116  1.02516329
3887.64707004  1.02494967
3887.64845892  1.02570701
3887.64984780  1.02573943
3887.65123668  1.02588594
3887.65262557  1.02509773
3887.65401445  1.02547216
3887.65540333  1.02602005
3887.65679221  1.02521157
3887.65818109  1.02538288
3887.65956998  1.02570951
3887.66095886  1.02619493
3887.66234774  1.02671552
3887.66373662  1.02543569
3887.66512550  1.02593780
3887.66651439  1.02643812
3887.66790327  1.02613938
3887.66929215  1.02631009
3887.67068103  1.02610934
3887.67206991  1.02674425
3887.67345879  1.02628136
3887.67484768  1.02669394
3887.67623656  1.02658641
3887.67762544  1.02626717
3887.67901432  1.02633357
3887.68040320  1.02687144
3887.68179209  1.02660298
3887.68318097  1.02685738
3887.68456985  1.02696884
3887.68595873  1.02687800
3887.68734761  1.02698660
3887.68873650  1.02694941
3887.69012538  1.02720964
3887.69151426  1.02710843
3887.69290314  1.02789056
3887.69429202  1.02731967
3887.69568090  1.02711403
3887.69706979  1.02742231
3887.69845867  1.02721536
3887.69984755  1.02802122
3887.70123643  1.02729189
3887.70262531  1.02768075
3887.70401420  1.02809179
3887.70540308  1.02832317
3887.70679196  1.02823758
3887.70818084  1.02763510
3887.70956972  1.02939177
3887.71095860  1.02796662
3887.71234749  1.02832222
3887.71373637  1.02827823
3887.71512525  1.02811480
3887.71651413  1.02864003
3887.71790301  1.02973664
3887.71929189  1.02900314
3887.72068078  1.02876091
3887.72206966  1.02862096
3887.72345854  1.02938664
3887.72484742  1.02928388
3887.72623630  1.02962935
3887.72762518  1.02956748
3887.72901407  1.02988040
3887.73040295  1.02888978
3887.73179183  1.03044999
3887.73318071  1.03033245
3887.73456959  1.03036630
3887.73595847  1.03014743
3887.73734736  1.02997875
3887.73873624  1.02993417
3887.74012512  1.03004289
3887.74151400  1.03050470
3887.74290288  1.03039825
3887.74429176  1.03046632
3887.74568065  1.03078794
3887.74706953  1.03085804
3887.74845841  1.03069031
3887.74984729  1.03085256
3887.75123617  1.03093004
3887.75262505  1.03156495
3887.75401394  1.03157163
3887.75540282  1.03118563
3887.75679170  1.03168190
3887.75818058  1.03179896
3887.75956946  1.03111219
3887.76095834  1.03120923
3887.76234723  1.03082800
3887.76373611  1.03137040
3887.76512499  1.03145504
3887.76651387  1.03162670
3887.76790275  1.03112936
3887.76929163  1.03153872
3887.77068052  1.03143537
3887.77206940  1.03190339
3887.77345828  1.03223765
3887.77484716  1.03144336
3887.77623604  1.03216505
3887.77762492  1.03251731
3887.77901380  1.03153634
3887.78040269  1.03206193
3887.78179157  1.03261817
3887.78318045  1.03180647
3887.78456933  1.03291905
3887.78595821  1.03248620
3887.78734709  1.03253555
3887.78873598  1.03217542
3887.79012486  1.03218544
3887.79151374  1.03243721
3887.79290262  1.03282404
3887.79429150  1.03287685
3887.79568038  1.03354156
3887.79706926  1.03354454
3887.79845815  1.03309798
3887.79984703  1.03264666
3887.80123591  1.03334022
3887.80262479  1.03311598
3887.80401367  1.03398931
3887.80540255  1.03313339
3887.80679143  1.03273380
3887.80818032  1.03346443
3887.80956920  1.03337157
3887.81095808  1.03397226
3887.81234696  1.03463650
3887.81373584  1.03410530
3887.81512472  1.03482485
3887.81651360  1.03430426
3887.81790249  1.03450024
3887.81929137  1.03409338
3887.82068025  1.03448200
3887.82206913  1.03378940
3887.82345801  1.03437269
3887.82484689  1.03491843
3887.82623577  1.03490746
3887.82762465  1.03429163
3887.82901354  1.03418326
3887.83040242  1.03430378
3887.83179130  1.03497946
3887.83318018  1.03455436
3887.83456906  1.03524280
3887.83595794  1.03607512
3887.83734682  1.03533053
3887.83873571  1.03585279
3887.84012459  1.03541231
3887.84151347  1.03465378
3887.84290235  1.03552651
3887.84429123  1.03556657
3887.84568011  1.03528273
3887.84706899  1.03509927
3887.84845787  1.03563881
3887.84984676  1.03511548
3887.85123564  1.03665173
3887.85262452  1.03582358
3887.85401340  1.03551996
3887.85540228  1.03666878
3887.85679116  1.03536057
3887.85818004  1.03562617
3887.85956892  1.03603244
3887.86095781  1.03575838
3887.86234669  1.03625059
3887.86373557  1.03588176
3887.86512445  1.03560090
3887.86651333  1.03608167
3887.86790221  1.03607202
3887.86929109  1.03559256
3887.87067997  1.03609264
3887.87206886  1.03708196
3887.87345774  1.03634131
3887.87484662  1.03646100
3887.87623550  1.03685415
3887.87762438  1.03706706
3887.87901326  1.03643322
3887.88040214  1.03680968
3887.88179102  1.03670490
3887.88317991  1.03675354
3887.88456879  1.03697264
3887.88595767  1.03721452
3887.88734655  1.03692913
3887.88873543  1.03734875
3887.89012431  1.03739452
3887.89151319  1.03753030
3887.89290207  1.03760636
3887.89429095  1.03717506
3887.89567984  1.03749108
3887.89706872  1.03758204
3887.89845760  1.03750491
3887.89984648  1.03752732
3887.90123536  1.03813958
3887.90262424  1.03843868
3887.90401312  1.03792548
3887.90540200  1.03881299
3887.90679088  1.03798127
3887.90817977  1.03855693
3887.90956865  1.03850925
3887.91095753  1.03826916
3887.91234641  1.03831983
3887.91373529  1.03891301
3887.91512417  1.03916931
3887.91651305  1.03887153
3887.91790193  1.03882313
3887.91929081  1.03940463
3887.92067969  1.03896856
3887.92206858  1.03943551
3887.92345746  1.03947604
3887.92484634  1.03889883
3887.92623522  1.03883469
3887.92762410  1.03986478
3887.92901298  1.03925657
3887.93040186  1.03900993
3887.93179074  1.03902614
3887.93317962  1.03945243
3887.93456850  1.03950715
3887.93595739  1.03961611
3887.93734627  1.04019427
3887.93873515  1.04011285
3887.94012403  1.03970098
3887.94151291  1.04035223
3887.94290179  1.04011893
3887.94429067  1.03960347
3887.94567955  1.04034984
3887.94706843  1.04044127
3887.94845731  1.04060721
3887.94984620  1.03984678
3887.95123508  1.04016817
3887.95262396  1.04050779
3887.95401284  1.04054093
3887.95540172  1.03979850
3887.95679060  1.04011345
3887.95817948  1.04076052
3887.95956836  1.04063940
3887.96095724  1.04051363
3887.96234612  1.04092014
3887.96373500  1.03989303
3887.96512389  1.04037404
3887.96651277  1.04124820
3887.96790165  1.04120064
3887.96929053  1.04069173
3887.97067941  1.04163682
3887.97206829  1.04119492
3887.97345717  1.04158938
3887.97484605  1.04139149
3887.97623493  1.04178882
3887.97762381  1.04173815
3887.97901269  1.04229581
3887.98040157  1.04153621
3887.98179046  1.04265022
3887.98317934  1.04247046
3887.98456822  1.04213393
3887.98595710  1.04250419
3887.98734598  1.04268181
3887.98873486  1.04197311
3887.99012374  1.04190087
3887.99151262  1.04209924
3887.99290150  1.04266667
3887.99429038  1.04297304
3887.99567926  1.04327321
3887.99706814  1.04239786
3887.99845703  1.04309726
3887.99984591  1.04287112
3888.00123479  1.04264593
3888.00262367  1.04227829
3888.00401255  1.04275227
3888.00540143  1.04236901
3888.00679031  1.04233313
3888.00817919  1.04277444
3888.00956807  1.04268622
3888.01095695  1.04230189
3888.01234583  1.04209733
3888.01373471  1.04318643
3888.01512359  1.04317474
3888.01651247  1.04239786
3888.01790136  1.04334986
3888.01929024  1.04307961
3888.02067912  1.04301834
3888.02206800  1.04371917
3888.02345688  1.04328275
3888.02484576  1.04343307
3888.02623464  1.04348290
3888.02762352  1.04397988
3888.02901240  1.04391158
3888.03040128  1.04403329
3888.03179016  1.04393828
3888.03317904  1.04402196
3888.03456792  1.04411757
3888.03595680  1.04448557
3888.03734568  1.04446256
3888.03873456  1.04385722
3888.04012345  1.04351413
3888.04151233  1.04393160
3888.04290121  1.04413128
3888.04429009  1.04357231
3888.04567897  1.04419076
3888.04706785  1.04389393
3888.04845673  1.04423356
3888.04984561  1.04414237
3888.05123449  1.04446185
3888.05262337  1.04441535
3888.05401225  1.04525757
3888.05540113  1.04467177
3888.05679001  1.04437602
3888.05817889  1.04393196
3888.05956777  1.04414904
3888.06095665  1.04385841
3888.06234553  1.04456711
3888.06373442  1.04502702
3888.06512330  1.04395247
3888.06651218  1.04412639
3888.06790106  1.04500902
3888.06928994  1.04444563
3888.07067882  1.04452121
3888.07206770  1.04446268
3888.07345658  1.04496908
3888.07484546  1.04492891
3888.07623434  1.04492450
3888.07762322  1.04465473
3888.07901210  1.04525399
3888.08040098  1.04463553
3888.08178986  1.04457223
3888.08317874  1.04491353
3888.08456762  1.04544425
3888.08595650  1.04477274
3888.08734538  1.04533684
3888.08873426  1.04561269
3888.09012314  1.05045605
3888.09151202  1.04931247
3888.09290091  1.04815006
3888.09428979  1.04767799
3888.09567867  1.04655874
3888.09706755  1.04628563
3888.09845643  1.04621410
3888.09984531  1.04616177
3888.10123419  1.04617882
3888.10262307  1.04701972
3888.10401195  1.04576838
3888.10540083  1.04584384
3888.10678971  1.04605913
3888.10817859  1.04519987
3888.10956747  1.04587030
3888.11095635  1.04512322
3888.11234523  1.04555762
3888.11373411  1.04534793
3888.11512299  1.04545951
3888.11651187  1.04518270
3888.11790075  1.04542375
3888.11928963  1.04482889
3888.12067851  1.04528570
3888.12206739  1.04493654
3888.12345627  1.04578376
3888.12484515  1.04477036
3888.12623403  1.04531491
3888.12762291  1.04466653
3888.12901180  1.04458904
3888.13040068  1.04496050
3888.13178956  1.04449642
3888.13317844  1.04483163
3888.13456732  1.04483056
3888.13595620  1.04583097
3888.13734508  1.04511070
3888.13873396  1.04496205
3888.14012284  1.04474080
3888.14151172  1.04555392
3888.14290060  1.04597914
3888.14428948  1.04608774
3888.14567836  1.04629040
3888.14706724  1.04602611
3888.14845612  1.04546607
3888.14984500  1.04573560
3888.15123388  1.04586697
3888.15262276  1.04615819
3888.15401164  1.04685640
3888.15540052  1.04623461
3888.15678940  1.04586041
3888.15817828  1.04615486
3888.15956716  1.04645109
3888.16095604  1.04759419
3888.16234492  1.04750419
3888.16373380  1.04685843
3888.16512268  1.04746819
3888.16651156  1.04785550
3888.16790044  1.04824126
3888.16928932  1.04735720
3888.17067820  1.04743218
3888.17206708  1.04797387
3888.17345596  1.04735017
3888.17484484  1.04717588
3888.17623372  1.04741359
3888.17762260  1.04703295
3888.17901148  1.04742754
3888.18040036  1.04789531
3888.18178924  1.04711199
3888.18317812  1.04750526
3888.18456700  1.04717827
3888.18595588  1.04707432
3888.18734476  1.04738355
3888.18873364  1.04733598
3888.19012252  1.04716349
3888.19151140  1.04748344
3888.19290028  1.04736412
3888.19428916  1.04751730
3888.19567804  1.04699743
3888.41234329  1.04837060
3888.41373217  1.04911721
3888.41512105  1.04896784
3888.41650992  1.04906499
3888.41789880  1.04909623
3888.41928768  1.04927981
3888.42067656  1.04889083
3888.42206544  1.04849482
3888.42345432  1.04992688
3888.42623208  1.04864132
3888.42762096  1.04936957
3888.42900984  1.04998791
3888.43039872  1.04889750
3888.43178760  1.05043578
3888.43317648  1.04899859
3888.43456536  1.04941213
3888.43595423  1.04884279
3888.43734311  1.04857516
3888.43873199  1.04812324
3888.44012087  1.04820549
3888.44150975  1.04874897
3888.44289863  1.04789257
3888.44428751  1.04845369
3888.44567639  1.04863989
3888.44706527  1.04843962
3888.44845415  1.04795194
3888.44984303  1.04802597
3888.45123191  1.04788208
3888.45262079  1.04824495
3888.45400966  1.04800522
3888.45539854  1.04790711
3888.45678742  1.04778159
3888.45817630  1.04778421
3888.45956518  1.04809594
3888.46095406  1.04784191
3888.46234294  1.04785156
3888.46373182  1.04817104
3888.46512070  1.04735649
3888.46650958  1.04788339
3888.46789846  1.04803729
3888.46928734  1.04776812
3888.47067621  1.04810607
3888.47206509  1.04792869
3888.47345397  1.04698420
3888.47484285  1.04812717
3888.47623173  1.04790795
3888.47762061  1.04771686
3888.47900949  1.04799974
3888.48039837  1.04782903
3888.48178725  1.04804718
3888.48317613  1.04827964
3888.48456501  1.04772067
3888.48595388  1.04898024
3888.48734276  1.04717553
3888.48873164  1.04715443
3888.49012052  1.04684436
3888.49150940  1.04802489
3888.49289828  1.04756904
3888.49428716  1.04753268
3888.49567604  1.04716790
3888.49706492  1.04732227
3888.49845380  1.04783928
3888.49984267  1.04702282
3888.50123155  1.04685044
3888.50262043  1.04735243
3888.50400931  1.04685855
3888.50539819  1.04718113
3888.50678707  1.04662049
3888.50817595  1.04658926
3888.50956483  1.04636884
3888.51095371  1.04661083
3888.51234259  1.04648221
3888.51373146  1.04667044
3888.51512034  1.04683030
3888.51650922  1.04661536
3888.51789810  1.04650164
3888.51928698  1.04645824
3888.52067586  1.04629850
3888.52206474  1.04703712
3888.52345362  1.04606557
3888.52484250  1.04606843
3888.52623138  1.04619074
3888.52762025  1.04587376
3888.52900913  1.04638088
3888.53039801  1.04626775
3888.53178689  1.04607141
3888.53317577  1.04674482
3888.53456465  1.04595006
3888.53595353  1.04638457
3888.53734241  1.04600894
3888.53873129  1.04628193
3888.54012016  1.04692125
3888.54150904  1.04600680
3888.54289792  1.04579544
3888.54428680  1.04610145
3888.54567568  1.04593599
3888.54706456  1.04537618
3888.54845344  1.04546702
3888.54984232  1.04566574
3888.55123120  1.04552102
3888.55262007  1.04534030
3888.55400895  1.04523242
3888.55539783  1.04582119
3888.55678671  1.04549074
3888.55817559  1.04581881
3888.55956447  1.04483020
3888.56095335  1.04492879
3888.56234223  1.04489994
3888.56373111  1.04524636
3888.56511998  1.04600227
3888.56650886  1.04554141
3888.56789774  1.04577410
3888.56928662  1.04492402
3888.57067550  1.04512250
3888.57206438  1.04504406
3888.57345326  1.04603696
3888.57484214  1.04439425
3888.57623101  1.04464579
3888.57761989  1.04506576
3888.57900877  1.04504061
3888.58039765  1.04483438
3888.58178653  1.04491448
3888.58317541  1.04525542
3888.58456429  1.04493821
3888.58595317  1.04468465
3888.58734204  1.04460275
3888.58873092  1.04442942
3888.59011980  1.04442048
3888.59150868  1.04531872
3888.59289756  1.04532945
3888.59428644  1.04448974
3888.59567532  1.04453695
3888.59706419  1.04486299
3888.59845307  1.04476905
3888.59984195  1.04495752
3888.60123083  1.04488480
3888.60261971  1.04452264
3888.60400859  1.04432058
3888.60539747  1.04409051
3888.60678635  1.04445744
3888.60817522  1.04441392
3888.60956410  1.04423308
3888.61095298  1.04382455
3888.61234186  1.04422033
3888.61373074  1.04362082
3888.61511962  1.04410243
3888.61650850  1.04365599
3888.61789737  1.04372680
3888.61928625  1.04385448
3888.62067513  1.04393482
3888.62206401  1.04284585
3888.62345289  1.04335272
3888.62484177  1.04315913
3888.62623065  1.04324985
3888.62761953  1.04299176
3888.62900840  1.04292297
3888.63039728  1.04334605
3888.63178616  1.04275560
3888.63317504  1.04295003
3888.63456392  1.04310215
3888.63595280  1.04297280
3888.63734167  1.04295933
3888.63873055  1.04299939
3888.64011943  1.04341555
3888.64150831  1.04285121
3888.64289719  1.04318917
3888.64428607  1.04242599
3888.64567495  1.04259026
3888.64706382  1.04275060
3888.64845270  1.04242766
3888.64984158  1.04282761
3888.65123046  1.04272497
3888.65261934  1.04247499
3888.65400822  1.04223251
3888.65539710  1.04251075
3888.65678597  1.04222929
3888.65817485  1.04219854
3888.65956373  1.04240084
3888.66095261  1.04178178
3888.66234149  1.04181790
3888.66373037  1.04195738
3888.66511924  1.04186296
3888.66650812  1.04169893
3888.66789700  1.04169083
3888.66928588  1.04281700
3888.67067476  1.04326403
3888.67206364  1.04223728
3888.67345252  1.04264891
3888.67484139  1.04208314
3888.67623027  1.04160464
3888.67761915  1.04171777
3888.67900803  1.04185069
3888.68039691  1.04119933
3888.68178579  1.04078746
3888.68317466  1.04118836
3888.68456354  1.04100978
3888.68595242  1.04119956
3888.68734130  1.04084778
3888.69011906  1.04012465
3888.69150793  1.04032850
3888.69289681  1.03995502
3888.69428569  1.04004002
3888.69567457  1.03956676
3888.69706345  1.04044604
3888.69845233  1.04015112
3888.69984120  1.03991449
3888.70123008  1.03995883
3888.70261896  1.04000330
3888.70400784  1.04015207
3888.70539672  1.03975058
3888.70678560  1.04007268
3888.70817448  1.03960180
3888.70956335  1.03957617
3888.71095223  1.03988886
3888.71234111  1.03942239
3888.71372999  1.03912091
3888.71511887  1.03894341
3888.71650774  1.03906953
3888.71789662  1.03910387
3888.71928550  1.03916407
3888.72067438  1.03877163
3888.72206326  1.03886509
3888.72345214  1.03841603
3888.72484101  1.03855383
3888.72622989  1.03904355
3888.72761877  1.03864837
3888.72900765  1.03848982
3888.73039653  1.03836334
3888.73178541  1.03905261
3888.73317428  1.03857529
3888.73456316  1.03827000
3888.73595204  1.03858757
3888.73734092  1.03833270
3888.73872980  1.03796816
3888.74011867  1.03814507
3888.74150755  1.03782296
3888.74289643  1.03858864
3888.74428531  1.03812945
3888.74567419  1.03785837
3888.74706307  1.03802693
3888.74845194  1.03802168
3888.74984082  1.03751588
3888.75122970  1.03713667
3888.75261858  1.03777099
3888.75400746  1.03704989
3888.75539633  1.03702343
3888.75678521  1.03693521
3888.75817409  1.03741646
3888.75956297  1.03669822
3888.76095185  1.03719151
3888.76234073  1.03705764
3888.76372960  1.03752255
3888.76511848  1.03712952
3888.76650736  1.03613591
3888.76789624  1.03682196
3888.76928512  1.03683579
3888.77067399  1.03663945
3888.77206287  1.03663266
3888.77345175  1.03632212
3888.77484063  1.03548503
3888.77622951  1.03566587
3888.77761838  1.03624403
3888.77900726  1.03570604
3888.78039614  1.03605187
3888.78178502  1.03571343
3888.78317390  1.03598034
3888.78456277  1.03530777
3888.78595165  1.03563631
3888.78734053  1.03523362
3888.78872941  1.03564751
3888.79011829  1.03559470
3888.79150716  1.03547180
3888.79289604  1.03588712
3888.79428492  1.03657424
3888.79567380  1.03751147
3888.79706268  1.03768063
3888.79845155  1.03694642
3888.79984043  1.03638887
