# tempo_BTJD  residuo_normalizado
3887.08873908  1.00008918
3887.09012797  1.00003688
3887.09151685  0.99945720
3887.09290573  0.99939602
3887.09429462  0.99943251
3887.09568350  0.99942191
3887.09707239  1.00039183
3887.09846127  0.99929982
3887.09985015  0.99907657
3887.10123904  1.00021615
3887.10262792  0.99977071
3887.10401681  0.99981137
3887.10540569  1.00056994
3887.10679457  1.00119952
3887.10818346  0.99922214
3887.10957234  0.99984877
3887.11096123  0.99960384
3887.11235011  1.00005432
3887.11373899  0.99961090
3887.11512788  0.99969572
3887.11651676  0.99948634
3887.11790564  0.99990256
3887.11929453  0.99934231
3887.12068341  1.00015945
3887.12207230  0.99925638
3887.12346118  0.99981172
3887.12485006  0.99997337
3887.12623895  1.00071922
3887.12762783  0.99946291
3887.12901672  0.99923907
3887.13040560  1.00022281
3887.13179448  1.00017086
3887.13318337  1.00160387
3887.13457225  1.00036472
3887.13596113  1.00023493
3887.13735002  1.00046786
3887.13873890  1.00088957
3887.14012779  1.00005867
3887.14151667  1.00101964
3887.14290555  1.00019566
3887.14429444  0.99994609
3887.14568332  1.00043734
3887.14707220  1.00018928
3887.14846109  1.00112542
3887.14984997  1.00078333
3887.15123886  0.99958354
3887.15262774  0.99996544
3887.15401662  1.00019306
3887.15540551  1.00047721
3887.15679439  1.00008124
3887.15818327  1.00064724
3887.15957216  1.00032218
3887.16096104  1.00051490
3887.16234993  1.00043794
3887.16373881  1.00085431
3887.16512769  1.00116855
3887.16651658  1.00042969
3887.16790546  1.00029936
3887.16929434  1.00022176
3887.17068323  1.00073888
3887.17207211  1.00020096
3887.17346099  0.99998731
3887.17484988  1.00005033
3887.17623876  1.00017020
3887.17762765  0.99999310
3887.17901653  1.00046520
3887.18040541  1.00014415
3887.18179430  1.00030183
3887.18318318  1.00016745
3887.18457206  1.00046385
3887.18596095  0.99964634
3887.18734983  1.00056535
3887.18873872  1.00015237
3887.19012760  1.00031860
3887.19151648  0.99957451
3887.19290537  0.99947873
3887.19429425  0.99963347
3887.19568313  1.00043481
3887.19707202  0.99973839
3887.19846090  0.99938597
3887.19984978  0.99976179
3887.20123867  0.99947564
3887.20262755  0.99992357
3887.20401643  0.99950216
3887.20540532  0.99972215
3887.20679420  0.99999386
3887.20818309  1.00004895
3887.20957197  1.00043877
3887.21096085  0.99981047
3887.21234974  0.99997654
3887.21373862  0.99967155
3887.21512750  0.99995239
3887.21651639  0.99951914
3887.21790527  0.99984826
3887.21929415  1.00009432
3887.22068304  0.99940176
3887.22207192  0.99989828
3887.22346080  1.00004192
3887.22484969  0.99957740
3887.22623857  0.99936222
3887.22762745  0.99968938
3887.22901634  0.99998604
3887.23040522  1.00008045
3887.23179410  1.00044674
3887.23318299  0.99946039
3887.23457187  1.00013507
3887.23596075  1.00010619
3887.23734964  1.00003796
3887.23873852  0.99950039
3887.24012741  0.99990487
3887.24151629  1.00002190
3887.24290517  0.99940620
3887.24429406  0.99949718
3887.24568294  0.99972780
3887.24707182  0.99988894
3887.24846071  0.99998108
3887.24984959  0.99981279
3887.25123847  0.99944942
3887.25262736  0.99965119
3887.25401624  0.99994491
3887.25540512  1.00026110
3887.25679401  0.99956537
3887.25818289  0.99953091
3887.25957177  1.00041675
3887.26096066  0.99964054
3887.26234954  0.99976469
3887.26373842  1.00151245
3887.26651619  1.00324175
3887.26790507  1.00320551
3887.26929396  1.00303352
3887.27068284  1.00163530
3887.27207172  1.00068609
3887.27346061  1.00121473
3887.27484949  1.00007424
3887.27623837  1.00039820
3887.27762726  1.00130291
3887.27901614  1.00054890
3887.28040502  1.00046425
3887.28179391  1.00006918
3887.28318279  1.00058792
3887.28457167  0.99966713
3887.28596056  1.00084191
3887.28734944  0.99962194
3887.28873832  1.00085761
3887.29012721  1.00004390
3887.29151609  0.99949344
3887.29290497  0.99960439
3887.29429385  0.99979244
3887.29568274  1.00102108
3887.29707162  1.00027167
3887.29846050  0.99986871
3887.29984939  0.99968403
3887.30123827  0.99998126
3887.30262715  0.99944461
3887.30401604  0.99933521
3887.30540492  0.99963276
3887.30679380  0.99997316
3887.30818269  1.00004821
3887.30957157  1.00001845
3887.31096045  0.99966701
3887.31234934  0.99937588
3887.31373822  0.99952620
3887.31512710  0.99991397
3887.31651599  0.99931181
3887.31790487  0.99943477
3887.31929375  0.99986084
3887.32068264  0.99995233
3887.32207152  0.99974946
3887.32346040  0.99997272
3887.32484928  1.00004298
3887.32623817  0.99969571
3887.32762705  0.99967584
3887.32901593  0.99948839
3887.33040482  1.00009909
3887.33179370  0.99911258
3887.33318258  0.99999342
3887.33457147  0.99997199
3887.33596035  1.00004219
3887.33734923  1.00033377
3887.33873812  0.99983803
3887.34012700  0.99981090
3887.34151588  1.00045952
3887.34290477  1.00009540
3887.34429365  0.99936644
3887.34568253  0.99922998
3887.34707141  0.99964187
3887.34846030  0.99972681
3887.34984918  0.99915505
3887.35123806  1.00027439
3887.35262695  0.99987778
3887.35401583  0.99958175
3887.35540471  0.99980900
3887.35679360  0.99991219
3887.35818248  0.99929630
3887.35957136  1.00014551
3887.36096024  1.00039681
3887.36234913  0.99982901
3887.36373801  0.99962934
3887.36512689  0.99916819
3887.36651578  0.99986394
3887.36790466  1.00005978
3887.36929354  0.99948281
3887.37068243  0.99979863
3887.37207131  0.99971080
3887.37346019  0.99957160
3887.37484907  1.00009895
3887.37623796  1.00114877
3887.37762684  1.00020317
3887.37901572  1.00040127
3887.38040461  1.00070983
3887.38179349  1.00161173
3887.38318237  1.00116590
3887.38457125  1.00073786
3887.38596014  1.00076539
3887.38734902  1.00075422
3887.38873790  1.00064014
3887.39012679  1.00050294
3887.39151567  0.99969375
3887.39290455  0.99962677
3887.39429343  0.99978733
3887.39568232  1.00065053
3887.39707120  0.99996119
3887.39846008  0.99990151
3887.39984897  1.00000938
3887.40123785  1.00002267
3887.40262673  1.00038612
3887.40401561  1.00030599
3887.40540450  1.00043460
3887.40679338  0.99932241
3887.40818226  1.00066501
3887.40957115  0.99989676
3887.41096003  0.99949536
3887.41234891  0.99967256
3887.41373779  1.00018254
3887.41512668  0.99983828
3887.41651556  0.99956890
3887.41790444  1.00020847
3887.41929333  0.99968030
3887.42068221  1.00002252
3887.42207109  1.00011638
3887.42345997  0.99942780
3887.42484886  0.99979683
3887.42623774  0.99975607
3887.42762662  0.99994019
3887.42901551  1.00014194
3887.43040439  0.99945109
3887.43179327  0.99991333
3887.43318215  0.99945601
3887.43457104  0.99966077
3887.43595992  1.00006113
3887.43734880  0.99981918
3887.43873768  0.99999044
3887.44012657  0.99989090
3887.44151545  0.99986473
3887.44290433  0.99989828
3887.44429322  1.00058108
3887.44568210  1.00049924
3887.44707098  0.99968088
3887.44845986  0.99998321
3887.44984875  1.00016369
3887.45123763  1.00073299
3887.45262651  1.00063847
3887.45401539  1.00003410
3887.45540428  0.99979145
3887.45679316  0.99981002
3887.45818204  1.00062805
3887.45957092  1.00037839
3887.46095981  1.00015248
3887.46234869  0.99943715
3887.46373757  0.99980233
3887.46512646  1.00001650
3887.46651534  1.00004400
3887.46790422  0.99992865
3887.46929310  1.00067409
3887.47068199  1.00075164
3887.47207087  0.99973416
3887.47345975  1.00022842
3887.47484863  0.99999818
3887.47623752  1.00037688
3887.47762640  1.00033820
3887.47901528  1.00053236
3887.48040416  1.00051204
3887.48179305  0.99987506
3887.48318193  1.00054063
3887.48457081  0.99996829
3887.48595969  0.99968471
3887.48734858  0.99965383
3887.48873746  1.00022221
3887.49012634  0.99973815
3887.49151522  1.00020458
3887.49290411  0.99996502
3887.49429299  1.00000747
3887.49568187  0.99953867
3887.49707075  1.00056864
3887.49845964  0.99996236
3887.49984852  0.99993034
3887.50123740  1.00008504
3887.50262628  0.99946273
3887.50401517  0.99960321
3887.50540405  1.00018612
3887.50679293  0.99950017
3887.50818181  0.99959594
3887.50957070  0.99932414
3887.51095958  0.99950756
3887.51234846  1.00017106
3887.51373734  0.99896308
3887.51512623  0.99985947
3887.51651511  0.99980758
3887.51790399  0.99892282
3887.51929287  0.99977034
3887.52068176  0.99940845
3887.52207064  0.99919879
3887.52345952  1.00005639
3887.52484840  1.00047516
3887.52623729  1.00022951
3887.52762617  0.99974349
3887.52901505  0.99995080
3887.53040393  1.00045810
3887.53179282  1.00034596
3887.53318170  0.99962915
3887.53457058  0.99862168
3887.53595946  1.00004942
3887.53734835  0.99959346
3887.53873723  1.00025976
3887.54012611  0.99985374
3887.54151499  1.00053672
3887.54290387  1.00027840
3887.54429276  1.00083994
3887.54568164  1.00024038
3887.54707052  1.00020024
3887.54845940  1.00013717
3887.54984829  0.99960132
3887.55123717  1.00007855
3887.55262605  0.99966407
3887.55401493  1.00021599
3887.55540382  1.00010107
3887.55679270  0.99951987
3887.55818158  1.00025615
3887.55957046  0.99982689
3887.56095935  0.99920221
3887.56234823  1.00007233
3887.56373711  1.00018110
3887.56512599  0.99961643
3887.56651487  1.00050009
3887.56790376  1.00004982
3887.56929264  0.99956726
3887.57068152  1.00012924
3887.57207040  0.99924321
3887.57345929  0.99987836
3887.57484817  1.00008833
3887.57623705  0.99956947
3887.57762593  1.00022143
3887.57901481  0.99963860
3887.58040370  0.99949812
3887.58179258  0.99961948
3887.58318146  0.99976291
3887.58457034  0.99995887
3887.58595923  0.99993478
3887.58734811  0.99986908
3887.58873699  1.00005871
3887.59012587  1.00003663
3887.59151475  1.00043548
3887.59290364  0.99959130
3887.59429252  0.99976131
3887.59568140  0.99964575
3887.59707028  1.00032548
3887.59845917  0.99964964
3887.59984805  0.99995456
3887.60123693  0.99987221
3887.60262581  0.99921593
3887.60401469  1.00014041
3887.60540358  0.99973605
3887.60679246  0.99967965
3887.60818134  1.00122993
3887.60957022  1.00131150
3887.61095910  1.00120591
3887.61234799  1.00133838
3887.61373687  1.00111781
3887.61512575  1.00034552
3887.61651463  1.00093772
3887.61790351  1.00057723
3887.61929240  1.00063507
3887.62068128  1.00002987
3887.62207016  1.00032302
3887.62345904  0.99971296
3887.62484793  0.99982693
3887.62623681  0.99995732
3887.62762569  1.00031545
3887.62901457  0.99993164
3887.63040345  0.99985651
3887.63179234  1.00012805
3887.63318122  1.00065121
3887.63457010  0.99961659
3887.63595898  1.00075108
3887.63734786  1.00011497
3887.63873675  1.00022913
3887.64012563  0.99997252
3887.64151451  0.99988141
3887.64290339  1.00064024
3887.64429227  1.00050660
3887.64568116  1.00023752
3887.64707004  0.99995524
3887.64845892  1.00062026
3887.64984780  1.00057809
3887.65123668  1.00064723
3887.65262557  0.99980474
3887.65401445  1.00009628
3887.65540333  1.00055695
3887.65679221  0.99969499
3887.65818109  0.99978850
3887.65956998  1.00003346
3887.66095886  1.00043322
3887.66234774  1.00086722
3887.66373662  0.99954622
3887.66512550  0.99996225
3887.66651439  1.00037650
3887.66790327  1.00001200
3887.66929215  1.00010502
3887.67068103  0.99983611
3887.67206991  1.00038145
3887.67345879  0.99985719
3887.67484768  1.00018589
3887.67623656  1.00000791
3887.67762544  0.99962374
3887.67901432  0.99961525
3887.68040320  1.00006592
3887.68179209  0.99973131
3887.68318097  0.99990588
3887.68456985  0.99994126
3887.68595873  0.99977968
3887.68734761  0.99981228
3887.68873650  0.99970296
3887.69012538  0.99988317
3887.69151426  0.99971157
3887.69290314  1.00039970
3887.69429202  0.99977100
3887.69568090  0.99949782
3887.69706979  0.99972475
3887.69845867  0.99945035
3887.69984755  1.00016135
3887.70123643  0.99937878
3887.70262531  0.99968407
3887.70401420  1.00001088
3887.70540308  1.00016293
3887.70679196  1.00000670
3887.70818084  0.99934784
3887.70956972  1.00098314
3887.71095860  0.99952444
3887.71234749  0.99979733
3887.71373637  0.99968172
3887.71512525  0.99945004
3887.71651413  0.99988785
3887.71790301  1.00088098
3887.71929189  1.00009532
3887.72068078  0.99978724
3887.72206966  0.99957864
3887.72345854  1.00025012
3887.72484742  1.00007775
3887.72623630  1.00034093
3887.72762518  1.00020841
3887.72901407  1.00044005
3887.73040295  0.99940551
3887.73179183  1.00084876
3887.73318071  1.00066242
3887.73456959  1.00062322
3887.73595847  1.00033868
3887.73734736  1.00010299
3887.73873624  0.99998792
3887.74012512  1.00002178
3887.74151400  1.00039851
3887.74290288  1.00022364
3887.74429176  1.00021830
3887.74568065  1.00045916
3887.74706953  1.00045597
3887.74845841  1.00022209
3887.74984729  1.00030855
3887.75123617  1.00031288
3887.75262505  1.00085814
3887.75401394  1.00079396
3887.75540282  1.00034898
3887.75679170  1.00076001
3887.75818058  1.00080329
3887.75956946  1.00006706
3887.76095834  1.00009121
3887.76234723  0.99965169
3887.76373611  1.00010799
3887.76512499  1.00012051
3887.76651387  1.00021754
3887.76790275  0.99966609
3887.76929163  0.99999384
3887.77068052  0.99982468
3887.77206940  1.00020950
3887.77345828  1.00046477
3887.77484716  0.99962640
3887.77623604  1.00025740
3887.77762492  1.00053047
3887.77901380  0.99951179
3887.78040269  0.99995309
3887.78179157  1.00042414
3887.78318045  0.99957008
3887.78456933  1.00058031
3887.78595821  1.00009359
3887.78734709  1.00007411
3887.78873598  0.99965819
3887.79012486  0.99960091
3887.79151374  0.99977788
3887.79290262  1.00008573
3887.79429150  1.00007025
3887.79568038  1.00064732
3887.79706926  1.00058381
3887.79845815  1.00008526
3887.79984703  0.99958227
3887.80123591  1.00018762
3887.80262479  0.99990472
3887.80401367  1.00068416
3887.80540255  0.99979018
3887.80679143  0.99933799
3887.80818032  0.99997957
3887.80956920  0.99982440
3887.81095808  1.00034035
3887.81234696  1.00091779
3887.81373584  1.00033885
3887.81512472  1.00096990
3887.81651360  1.00040146
3887.81790249  1.00052622
3887.81929137  1.00006803
3887.82068025  1.00037923
3887.82206913  0.99964495
3887.82345801  1.00014451
3887.82484689  1.00060776
3887.82623577  1.00053280
3887.82762465  0.99987317
3887.82901354  0.99970424
3887.83040242  0.99975661
3887.83179130  1.00034561
3887.83318018  0.99987071
3887.83456906  1.00047204
3887.83595794  1.00121237
3887.83734682  1.00042891
3887.83873571  1.00086963
3887.84012459  1.00038016
3887.84151347  0.99958352
3887.84290235  1.00036287
3887.84429123  1.00033780
3887.84568011  0.99999990
3887.84706899  0.99975900
3887.84845787  1.00021644
3887.84984676  0.99964738
3887.85123564  1.00106729
3887.85262452  1.00020393
3887.85401340  0.99984715
3887.85540228  1.00089275
3887.85679116  0.99956614
3887.85818004  0.99975900
3887.85956892  1.00008763
3887.86095781  0.99975954
3887.86234669  1.00017110
3887.86373557  0.99975158
3887.86512445  0.99941703
3887.86651333  0.99981749
3887.86790221  0.99974467
3887.86929109  0.99921856
3887.87067997  0.99963761
3887.87206886  1.00052859
3887.87345774  0.99975058
3887.87484662  0.99980259
3887.87623550  1.00011837
3887.87762438  1.00026027
3887.87901326  0.99958552
3887.88040214  0.99988518
3887.88179102  0.99972074
3887.88317991  0.99970427
3887.88456879  0.99985218
3887.88595767  1.00002205
3887.88734655  0.99968360
3887.88873543  1.00002484
3887.89012431  1.00000571
3887.89151319  1.00007336
3887.89290207  1.00008347
3887.89429095  0.99960464
3887.89567984  0.99984611
3887.89706872  0.99987070
3887.89845760  0.99973337
3887.89984648  0.99969201
3887.90123536  1.00021901
3887.90262424  1.00044428
3887.90401312  0.99988707
3887.90540200  1.00067927
3887.90679088  0.99981542
3887.90817977  1.00030729
3887.90956865  1.00019883
3887.91095753  0.99990516
3887.91234641  0.99989160
3887.91373529  1.00040054
3887.91512417  1.00058513
3887.91651305  1.00023631
3887.91790193  1.00012772
3887.91929081  1.00062565
3887.92067969  1.00014408
3887.92206858  1.00053189
3887.92345746  1.00050934
3887.92484634  0.99989237
3887.92623522  0.99976937
3887.92762410  1.00069952
3887.92901298  1.00005320
3887.93040186  0.99975499
3887.93179074  0.99970986
3887.93317962  1.00005942
3887.93456850  1.00005162
3887.93595739  1.00009615
3887.93734627  1.00059217
3887.93873515  1.00045386
3887.94012403  0.99999790
3887.94151291  1.00056462
3887.94290179  1.00028079
3887.94429067  0.99972582
3887.94567955  1.00038446
3887.94706843  1.00041346
3887.94845731  1.00051428
3887.94984620  0.99972465
3887.95123508  0.99997534
3887.95262396  1.00024372
3887.95401284  1.00021767
3887.95540172  0.99944636
3887.95679060  0.99969165
3887.95817948  1.00025631
3887.95956836  1.00008289
3887.96095724  0.99990525
3887.96234612  1.00023933
3887.96373500  0.99919610
3887.96512389  0.99960225
3887.96651277  1.00038631
3887.96790165  1.00028503
3887.96929053  0.99974082
3887.97067941  1.00059364
3887.97206829  1.00011434
3887.97345717  1.00043869
3887.97484605  1.00019436
3887.97623493  1.00052196
3887.97762381  1.00041959
3887.97901269  1.00090167
3887.98040157  1.00011911
3887.98179046  1.00113593
3887.98317934  1.00091075
3887.98456822  1.00053538
3887.98595710  1.00083891
3887.98734598  1.00095777
3887.98873486  1.00022613
3887.99012374  1.00010580
3887.99151262  1.00024554
3887.99290150  1.00073983
3887.99429038  1.00098384
3887.99567926  1.00122221
3887.99706814  1.00033281
3887.99845703  1.00095496
3887.99984591  1.00068930
3888.00123479  1.00042492
3888.00262367  1.00002424
3888.00401255  1.00043141
3888.00540143  1.00001649
3888.00679031  0.99993522
3888.00817919  1.00031209
3888.00956807  1.00018135
3888.01095695  0.99976697
3888.01234583  0.99952541
3888.01373471  1.00052501
3888.01512359  1.00046918
3888.01651247  0.99967989
3888.01790136  1.00054902
3888.01929024  1.00024640
3888.02067912  1.00014457
3888.02206800  1.00077389
3888.02345688  1.00031313
3888.02484576  1.00041535
3888.02623464  1.00042161
3888.02762352  1.00085694
3888.02901240  1.00075071
3888.03040128  1.00082703
3888.03179016  1.00069599
3888.03317904  1.00073663
3888.03456792  1.00078909
3888.03595680  1.00110300
3888.03734568  1.00104254
3888.03873456  1.00042435
3888.04012345  1.00005793
3888.04151233  1.00042078
3888.04290121  1.00057527
3888.04429009  1.00000315
3888.04567897  1.00055968
3888.04706785  1.00023953
3888.04845673  1.00052959
3888.04984561  1.00040721
3888.05123449  1.00067866
3888.05262337  1.00059983
3888.05401225  1.00137275
3888.05540113  1.00077795
3888.05679001  1.00046137
3888.05817889  1.00000310
3888.05956777  1.00017847
3888.06095665  0.99986784
3888.06234553  1.00051473
3888.06373442  1.00092360
3888.06512330  0.99986310
3888.06651218  0.99999868
3888.06790106  1.00081326
3888.06928994  1.00024328
3888.07067882  1.00028550
3888.07206770  1.00019957
3888.07345658  1.00065489
3888.07484546  1.00058705
3888.07623434  1.00055371
3888.07762322  1.00026653
3888.07901210  1.00081169
3888.08040098  1.00019113
3888.08178986  1.00010235
3888.08317874  1.00040115
3888.08456762  1.00088148
3888.08595650  1.00021104
3888.08734538  1.00072369
3888.08873426  1.00096056
3888.09012314  1.00556993
3888.09151202  1.00444826
3888.09290091  1.00330879
3888.09428979  1.00283033
3888.09567867  1.00173257
3888.09706755  1.00144490
3888.09845643  1.00135032
3888.09984531  1.00127424
3888.10123419  1.00126469
3888.10262307  1.00204372
3888.10401195  1.00082051
3888.10540083  1.00086722
3888.10678971  1.00104783
3888.10817859  1.00020025
3888.10956747  1.00081659
3888.11095635  1.00007657
3888.11234523  1.00046721
3888.11373411  1.00024161
3888.11512299  1.00032349
3888.11651187  1.00003384
3888.11790075  1.00023974
3888.11928963  0.99964595
3888.12067851  1.00005841
3888.12206739  0.99969984
3888.12345627  1.00048591
3888.12484515  0.99949203
3888.12623403  0.99998864
3888.12762291  0.99934413
3888.12901180  0.99924582
3888.13040068  0.99957703
3888.13178956  0.99910906
3888.13317844  0.99940573
3888.13456732  0.99938078
3888.13595620  1.00031380
3888.13734508  0.99960110
3888.13873396  0.99943521
3888.14012284  0.99919998
3888.14151172  0.99995410
3888.14290060  1.00033729
3888.14428948  1.00041776
3888.14567836  1.00058826
3888.14706724  1.00031231
3888.14845612  0.99975365
3888.14984500  0.99998840
3888.15123388  1.00009113
3888.15262276  1.00034682
3888.15401164  1.00099178
3888.15540052  1.00037468
3888.15678940  0.99999448
3888.15817828  1.00025374
3888.15956716  1.00051484
3888.16095604  1.00158575
3888.16234492  1.00147784
3888.16373380  1.00083878
3888.16512268  1.00140020
3888.16651156  1.00174912
3888.16790044  1.00209672
3888.16928932  1.00123060
3888.17067820  1.00128149
3888.17206708  1.00177870
3888.17345596  1.00116210
3888.17484484  1.00097532
3888.17623372  1.00118256
3888.17762260  1.00079898
3888.17901148  1.00115661
3888.18040036  1.00158442
3888.18178924  1.00081666
3888.18317812  1.00117374
3888.18456700  1.00084269
3888.18595588  1.00072516
3888.18734476  1.00100297
3888.18873364  1.00094048
3888.19012252  1.00075969
3888.19151140  1.00105122
3888.19290028  1.00092539
3888.19428916  1.00106329
3888.19567804  1.00056202
3888.41234329  1.00027746
3888.41373217  1.00099251
3888.41512105  1.00085512
3888.41650992  1.00095497
3888.41789880  1.00099346
3888.41928768  1.00117841
3888.42067656  1.00081781
3888.42206544  1.00045103
3888.42345432  1.00182897
3888.42623208  1.00061414
3888.42762096  1.00132120
3888.42900984  1.00192370
3888.43039872  1.00089598
3888.43178760  1.00237696
3888.43317648  1.00101892
3888.43456536  1.00142725
3888.43595423  1.00089796
3888.43734311  1.00065691
3888.43873199  1.00024029
3888.44012087  1.00033376
3888.44150975  1.00086772
3888.44289863  1.00006605
3888.44428751  1.00061752
3888.44567639  1.00081152
3888.44706527  1.00063701
3888.44845415  1.00018852
3888.44984303  1.00027646
3888.45123191  1.00015676
3888.45262079  1.00052108
3888.45400966  1.00031057
3888.45539854  1.00023558
3888.45678742  1.00013475
3888.45817630  1.00015658
3888.45956518  1.00047382
3888.46095406  1.00025134
3888.46234294  1.00028092
3888.46373182  1.00060659
3888.46512070  0.99985003
3888.46650958  1.00037441
3888.46789846  1.00054304
3888.46928734  1.00030811
3888.47067621  1.00065315
3888.47206509  1.00050651
3888.47345397  0.99962778
3888.47484285  1.00074243
3888.47623173  1.00055682
3888.47762061  1.00039839
3888.47900949  1.00069285
3888.48039837  1.00055452
3888.48178725  1.00078783
3888.48317613  1.00103513
3888.48456501  1.00052697
3888.48595388  1.00175576
3888.48734276  1.00005852
3888.48873164  1.00006490
3888.49012052  0.99979559
3888.49150940  1.00095021
3888.49289828  1.00054226
3888.49428716  1.00053526
3888.49567604  1.00021484
3888.49706492  1.00039057
3888.49845380  1.00091299
3888.49984267  1.00016192
3888.50123155  1.00002635
3888.50262043  1.00053526
3888.50400931  1.00009308
3888.50539819  1.00043114
3888.50678707  0.99992567
3888.50817595  0.99992622
3888.50956483  0.99974626
3888.51095371  1.00000836
3888.51234259  0.99991658
3888.51373146  1.00012781
3888.51512034  1.00031218
3888.51650922  1.00013863
3888.51789810  1.00006202
3888.51928698  1.00005284
3888.52067586  0.99993269
3888.52206474  1.00067132
3888.52345362  0.99977572
3888.52484250  0.99981160
3888.52623138  0.99996186
3888.52762025  0.99969245
3888.52900913  1.00021096
3888.53039801  1.00013680
3888.53178689  0.99998330
3888.53317577  1.00066144
3888.53456465  0.99993623
3888.53595353  1.00038641
3888.53734241  1.00006226
3888.53873129  1.00035842
3888.54012016  1.00100506
3888.54150904  1.00016626
3888.54289792  0.99999989
3888.54428680  1.00032843
3888.54567568  1.00020632
3888.54706456  0.99970727
3888.54845344  0.99983061
3888.54984232  1.00005733
3888.55123120  0.99995577
3888.55262007  0.99981997
3888.55400895  0.99975401
3888.55539783  1.00035460
3888.55678671  1.00007614
3888.55817559  1.00042778
3888.55956447  0.99952007
3888.56095335  0.99965257
3888.56234223  0.99966336
3888.56373111  1.00003338
3888.56511998  1.00079542
3888.56650886  1.00039349
3888.56789774  1.00065536
3888.56928662  0.99988136
3888.57067550  1.00011092
3888.57206438  1.00007569
3888.57345326  1.00106595
3888.57484214  0.99953411
3888.57623101  0.99981532
3888.57761989  1.00025798
3888.57900877  1.00027484
3888.58039765  1.00011861
3888.58178653  1.00023668
3888.58317541  1.00060469
3888.58456429  1.00034290
3888.58595317  1.00014227
3888.58734204  1.00010621
3888.58873092  0.99998285
3888.59011980  1.00001714
3888.59150868  1.00092033
3888.59289756  1.00097399
3888.59428644  1.00021354
3888.59567532  1.00030263
3888.59706419  1.00065903
3888.59845307  1.00061351
3888.59984195  1.00083873
3888.60123083  1.00081407
3888.60261971  1.00051244
3888.60400859  1.00036442
3888.60539747  1.00018983
3888.60678635  1.00058743
3888.60817522  1.00059214
3888.60956410  1.00046557
3888.61095298  1.00012112
3888.61234186  1.00054760
3888.61373074  1.00002071
3888.61511962  1.00053007
3888.61650850  1.00015041
3888.61789737  1.00026673
3888.61928625  1.00043787
3888.62067513  1.00056396
3888.62206401  0.99956957
3888.62345289  1.00010510
3888.62484177  0.99996951
3888.62623065  1.00010678
3888.62761953  0.99990997
3888.62900840  0.99989494
3888.63039728  1.00035182
3888.63178616  0.99983724
3888.63317504  1.00007554
3888.63456392  1.00027359
3888.63595280  1.00020206
3888.63734167  1.00024196
3888.63873055  1.00033351
3888.64011943  1.00078612
3888.64150831  1.00029861
3888.64289719  1.00067687
3888.64428607  0.99999916
3888.64567495  1.00021144
3888.64706382  1.00042026
3888.64845270  1.00016573
3888.64984158  1.00060509
3888.65123046  1.00056253
3888.65261934  1.00037888
3888.65400822  1.00020271
3888.65539710  1.00052656
3888.65678597  1.00031356
3888.65817485  1.00034145
3888.65956373  1.00059335
3888.66095261  1.00005710
3888.66234149  1.00015005
3888.66373037  1.00034251
3888.66511924  1.00031071
3888.66650812  1.00021234
3888.66789700  1.00026395
3888.66928588  1.00140508
3888.67067476  1.00189440
3888.67206364  1.00096863
3888.67345252  1.00142451
3888.67484139  1.00094190
3888.67623027  1.00054331
3888.67761915  1.00071327
3888.67900803  1.00090251
3888.68039691  1.00033852
3888.68178579  1.00000481
3888.68317466  1.00045227
3888.68456354  1.00034318
3888.68595242  1.00058831
3888.68734130  1.00031322
3888.69011906  0.99968143
3888.69150793  0.99994076
3888.69289681  0.99964541
3888.69428569  0.99979097
3888.69567457  0.99940008
3888.69706345  1.00030973
3888.69845233  1.00009073
3888.69984120  0.99992797
3888.70123008  1.00003558
3888.70261896  1.00014354
3888.70400784  1.00035203
3888.70539672  1.00003150
3888.70678560  1.00040714
3888.70817448  1.00002023
3888.70956335  1.00006179
3888.71095223  1.00042903
3888.71234111  1.00004688
3888.71372999  0.99982362
3888.71511887  0.99971982
3888.71650774  0.99990837
3888.71789662  1.00000881
3888.71928550  1.00013434
3888.72067438  0.99982441
3888.72206326  0.99998234
3888.72345214  0.99961822
3888.72484101  0.99981922
3888.72622989  1.00035923
3888.72761877  1.00004750
3888.72900765  0.99996376
3888.73039653  0.99991107
3888.73178541  1.00064415
3888.73317428  1.00025398
3888.73456316  1.00002962
3888.73595204  1.00040538
3888.73734092  1.00022994
3888.73872980  0.99994900
3888.74011867  1.00018986
3888.74150755  0.99995014
3888.74289643  1.00075872
3888.74428531  1.00038726
3888.74567419  1.00019722
3888.74706307  1.00043106
3888.74845194  1.00049758
3888.74984082  1.00008181
3888.75122970  0.99978820
3888.75261858  1.00047183
3888.75400746  0.99984895
3888.75539633  0.99989594
3888.75678521  0.99988358
3888.75817409  1.00042057
3888.75956297  0.99980103
3888.76095185  1.00035008
3888.76234073  1.00029448
3888.76372960  1.00081667
3888.76511848  1.00051147
3888.76650736  0.99962700
3888.76789624  1.00036320
3888.76928512  1.00045107
3888.77067399  1.00033635
3888.77206287  1.00040473
3888.77345175  1.00018016
3888.77484063  0.99944754
3888.77622951  0.99969759
3888.77761838  1.00033143
3888.77900726  0.99988802
3888.78039614  1.00029806
3888.78178502  1.00004766
3888.78317390  1.00038199
3888.78456277  0.99980929
3888.78595165  1.00020359
3888.78734053  0.99989189
3888.78872941  1.00036912
3888.79011829  1.00039580
3888.79150716  1.00035498
3888.79289604  1.00083437
3888.79428492  1.00157668
3888.79567380  1.00256100
3888.79706268  1.00280344
3888.79845155  1.00217305
3888.79984043  1.00171355
